SMILES,logIE,correction
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.850891,0.037277222
OC(=O)c1ccccc1O,0.02235929,0.936116316
Oc1ccccc1C#N,0.0846636,0.743443637
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,0.7181523,0.420844932
OC(=O)c1cc(I)cc(I)c1O,1.2194908,0.462779398
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.3252339,0.104571665
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,0.6327434,0.572470663
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.49702495,-8.100356477
Oc1ccc(Cl)cc1,-0.94869614,-1.564043612
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.28265,0.083058661
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,1.9011338,0.077119526
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.4686182,0.120587931
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,1.0555985,0.112942439
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,1.5375776,0.032970045
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.94782263,0.146105738
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,2.3544943,0.140695499
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-0.46384108,2.364238473
CCCCCCCCCCCCCC(O)=O,0.25703943,0.082002044
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,2.6273987,0.01962734
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,1.7366166,0.332070534
C/C=C/C=C/C(O)=O,-1.499547,-0.242653028
O=C1NC(=O)c2ccccc12,-0.8647353,-0.565459646
ON1C(=O)c2ccccc2C1=O,-0.6097832,-0.693842146
NCCCC(O)=O,-2.5967054,-0.219110534
NCCC(O)=O,-2.9068203,-0.131058481
OC(=O)c1ccccc1,-0.1858694,-0.714047083
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.6384187,0.257652704
OC(=O)c1cccc(c1)C(F)(F)F,1.0792363,0.047802203
Oc1c(F)c(F)c(F)c(F)c1F,1.1296377,0.737904182
CC(C)(C)c1ccc(cc1)C(O)=O,0.85035104,0.090193635
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.434501,0.022288782
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.7127354,0.072227437
Oc1ccc(cc1)c2ccccc2,0.62680703,0.099661463
Oc1ccccc1c2ccccc2,0.62680703,11.53614068
OC(=O)c1cccc(Cl)c1,0.28665867,0.203725904
Nc1ccc(cc1)C(O)=O,-0.46663365,-0.629655835
OC(=O)c1ccc(O)cc1,-0.07878432,4.939215839
Nc1cccc(c1)C(O)=O,-0.46480066,-0.459534121
OC(=O)c1c(F)c(F)c(F)c(F)c1F,0.83058035,0.07713294
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3164487,0.156122636
CN(C)c1cccc(c1)C(O)=O,0.3205949,0.885852393
CC(C)c1ccc(cc1)C(O)=O,-0.009134494,-0.982765106
CC(C)(C)c1ccccc1O,-0.008668706,-0.99174409
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,1.3161435,0.400152673
Oc1cccc(Cl)c1,-0.1633551,-4.445169906
CC(C)c1ccccc1O,0.000906786,-1.000657091
Oc1cccc(Br)c1,0.7428218,1.561454526
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,1.3176832,0.267003096
Oc1ccccc1[N+]([O-])=O,0.1261831,-1.119040653
Oc1cccc(c1)[N+]([O-])=O,0.12920071,0.893222552
Oc1ccc(cc1)[N+]([O-])=O,0.13093507,0.900049563
Oc1c(F)c(F)cc(F)c1F,0.8551283,20.37820721
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,1.8759577,0.103504546
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,1.9460628,0.035139789
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,1.3348973,0.003682165
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,1.4145954,0.047848419
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,1.8881102,0.13741576
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,1.0127125,0.088938149
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.0904677,0.154954526
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.9109879,0.031922917
OC(=O)c1ccccc1O,-0.058915854,1.178532889
Oc1ccccc1C#N,0.578589,0.00243272
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,1.3709729,0.006541397
OC(=O)c1cc(I)cc(I)c1O,2.2276864,0.09200314
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5209241,0.049422443
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1.6839697,0.043199014
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.6369606,-3.654002607
Oc1ccc(Cl)cc1,0.28642985,-3.045927516
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.3039937,0.010780329
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,1.405251,0.39133765
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3270936,0.206448728
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,1.0511799,0.33060745
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,1.4851921,0.401124585
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.97048056,0.213100702
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,2.5561943,0.291007225
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.30780724,0.067250797
CCCCCCCCCCCCCC(O)=O,1.2406998,0.494818998
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,2.3238244,0.185624697
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,2.5453465,0.471298554
C/C=C/C=C/C(O)=O,-0.5774278,-0.72104937
O=C1NC(=O)c2ccccc12,-0.55642664,-0.699228841
ON1C(=O)c2ccccc2C1=O,0.24033964,-1.212689944
OC(=O)c1ccccc1,-0.1858694,-0.256522417
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.6384187,0.435027722
OC(=O)c1cccc(c1)C(F)(F)F,1.0792363,0.061533679
Oc1c(F)c(F)c(F)c(F)c1F,1.1296377,0.08900184
CC(C)(C)c1ccc(cc1)C(O)=O,0.85035104,0.166322514
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.4345014,0.084773906
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.7127352,0.077300961
Oc1ccc(cc1)c2ccccc2,0.62680703,0.26257996
Oc1ccccc1c2ccccc2,0.62680703,0.139649153
OC(=O)c1cccc(Cl)c1,0.28665867,0.245635067
Nc1ccc(cc1)C(O)=O,-0.46663365,-0.235026807
OC(=O)c1ccc(O)cc1,-0.07878432,-0.313071946
Nc1cccc(c1)C(O)=O,-0.46480048,-0.256217505
OC(=O)c1c(F)c(F)c(F)c(F)c1F,0.8305802,0.012902652
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3164487,0.046051675
CN(C)c1cccc(c1)C(O)=O,0.3205949,0.383471333
CC(C)c1ccc(cc1)C(O)=O,-0.009134494,1.070265337
CC(C)(C)c1ccccc1O,-0.008668706,1.027089706
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0.6440073,0.184800854
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,1.3161435,0.087721911
Oc1cccc(Cl)c1,-0.1633551,1.371261584
CC(C)c1ccccc1O,0.000906786,-1.004772558
Oc1cccc(Br)c1,0.7428218,0.082936034
Oc1ccccc1Br,-0.5416711,-0.404757036
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,1.3176832,0.647104025
Oc1ccccc1[N+]([O-])=O,0.1261831,-1.137155535
Oc1cccc(c1)[N+]([O-])=O,0.12920071,0.851493435
Oc1ccc(cc1)[N+]([O-])=O,0.13093507,0.8422469
Oc1c(F)c(F)cc(F)c1F,0.8551283,0.710256577
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,1.8759577,0.007429774
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,1.9460628,0.069265277
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,1.3348973,0.085686795
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,1.4145954,0.044192321
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,1.8881102,0.009684578
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,1.0127125,0.016784001
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,1.0657976,0.420762192
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.0904677,0.036650833
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.9109879,0.031922917
OC(=O)c1ccccc1O,-0.058915854,1.245482723
Oc1ccccc1C#N,0.578589,0.52260269
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,1.3709731,0.034525979
OC(=O)c1cc(I)cc(I)c1O,2.2276866,0.003462452
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5209241,0.179010924
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1.6839697,0.06580363
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.6369606,0.930183714
Oc1ccc(Cl)cc1,0.28642967,0.012311471
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.3039937,0.001210213
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,1.405251,0.227884052
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3270936,0.070236775
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,1.0511799,0.017588892
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,1.4851921,0.077520459
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.97048056,0.075732799
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,2.5561943,0.013052392
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.30780724,0.547342299
CCCCCCCCCCCCCC(O)=O,1.2406998,0.033916473
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,2.3238244,0.010358437
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,2.5453465,0.056160373
C/C=C/C=C/C(O)=O,-0.5774278,-0.031121079
O=C1NC(=O)c2ccccc12,-0.55642664,-0.056903993
ON1C(=O)c2ccccc2C1=O,0.24033964,0.109853197
NCCCC(O)=O,-1.8286839,-0.142927408
NCCC(O)=O,-2.547349,-0.248700478
OC(=O)c1ccccc1,-0.1858694,-0.858693957
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.6384187,0.467984438
OC(=O)c1cccc(c1)C(F)(F)F,1.0792363,0.143463279
Oc1c(F)c(F)c(F)c(F)c1F,1.1296377,0.14421385
CC(C)(C)c1ccc(cc1)C(O)=O,0.85035104,0.17441647
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.4345014,0.130535211
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.7127352,0.113485237
Oc1ccc(cc1)c2ccccc2,0.62680703,0.07822495
Oc1ccccc1c2ccccc2,0.62680703,0.607197523
OC(=O)c1cccc(Cl)c1,0.28665867,0.47880241
Nc1ccc(cc1)C(O)=O,-0.46663365,-0.292979322
OC(=O)c1ccc(O)cc1,-0.07878432,1.606033206
Nc1cccc(c1)C(O)=O,-0.46480066,-0.549335519
OC(=O)c1c(F)c(F)c(F)c(F)c1F,0.83058035,0.271420742
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3164489,0.206958478
CN(C)c1cccc(c1)C(O)=O,0.3205948,0.287567139
CC(C)c1ccc(cc1)C(O)=O,-0.009134494,-0.086550623
CC(C)(C)c1ccccc1O,-0.008668706,1.027963567
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0.6440073,0.463653012
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,1.3161435,0.177410305
Oc1cccc(Cl)c1,-0.1633551,1.220750131
CC(C)c1ccccc1O,0.000906786,-1.006477043
Oc1cccc(Br)c1,0.7428218,0.226227279
Oc1ccccc1Br,-0.5416711,-0.153638911
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,1.3176832,0.084942208
Oc1ccccc1[N+]([O-])=O,0.1261831,-1.242659793
Oc1cccc(c1)[N+]([O-])=O,0.12920071,0.914436615
Oc1ccc(cc1)[N+]([O-])=O,0.13093507,0.919671734
Oc1c(F)c(F)cc(F)c1F,0.8551283,0.07051273
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,1.8759577,0.12338424
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,1.9460628,0.055309319
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,1.3348973,0.175989333
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,1.4145954,0.182314818
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,1.8881102,0.036678489
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,1.0127125,0.208818376
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,1.0657976,0.089061908
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.0904677,0.102803566
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.9109879,0.027117449
OC(=O)c1ccccc1O,-0.058915854,1.093517228
Oc1ccccc1C#N,0.578589,0.327222067
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,1.3709731,0.246718071
OC(=O)c1cc(I)cc(I)c1O,2.2276866,0.063997209
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5209241,0.10533877
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1.6839697,0.174524639
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.6369606,0.327001303
Oc1ccc(Cl)cc1,0.28642985,0.514525674
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.3039937,0.084766288
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,1.4052515,0.087499024
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3270936,0.266799115
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,1.0511799,0.185131871
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,1.4851921,0.226462469
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.97048056,0.335287287
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,2.5561943,0.093548119
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.30780724,0.619991066
CCCCCCCCCCCCCC(O)=O,1.2406998,0.138402939
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,2.3238244,0.08149233
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,2.5453465,0.032187643
C/C=C/C=C/C(O)=O,-0.5774278,-0.132211381
O=C1NC(=O)c2ccccc12,-0.55642664,-0.030419712
ON1C(=O)c2ccccc2C1=O,0.24033964,0.313315323
OC(=O)c1ccccc1,-0.1858694,2.858693957
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.6384187,0.467984438
OC(=O)c1cccc(c1)C(F)(F)F,1.0792363,0.17615552
Oc1c(F)c(F)c(F)c(F)c1F,1.1296377,0.096289825
CC(C)(C)c1ccc(cc1)C(O)=O,0.85035104,0.35579467
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.4345014,0.098332811
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.7127352,0.044811558
Oc1ccc(cc1)c2ccccc2,0.62680703,0.26257996
Oc1ccccc1c2ccccc2,0.62680703,0.279198029
OC(=O)c1cccc(Cl)c1,0.28665867,0.622817534
Nc1ccc(cc1)C(O)=O,-0.46663365,-0.555445492
OC(=O)c1ccc(O)cc1,-0.07878432,1.375163413
Nc1cccc(c1)C(O)=O,-0.46480066,-8.296013117
OC(=O)c1c(F)c(F)c(F)c(F)c1F,0.83058035,0.340809243
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3164487,0.092104353
CN(C)c1cccc(c1)C(O)=O,0.3205949,0.609030601
CC(C)c1ccc(cc1)C(O)=O,-0.009134494,1.021243009
CC(C)(C)c1ccccc1O,-0.008668706,1.024767731
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0.6440072,0.355992794
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,1.3161433,0.086011615
Oc1cccc(Cl)c1,-0.1633551,1.247507723
CC(C)c1ccccc1O,0.000906786,-1.018135719
Oc1cccc(Br)c1,0.7428218,0.249674937
Oc1ccccc1Br,-0.5416711,-0.022020938
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,1.3176832,0.038187431
Oc1ccccc1[N+]([O-])=O,0.1261831,-1.15388182
Oc1cccc(c1)[N+]([O-])=O,0.12920071,0.89233274
Oc1ccc(cc1)[N+]([O-])=O,0.13093507,0.89267617
Oc1c(F)c(F)cc(F)c1F,0.8551283,0.144871712
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,1.8759577,0.228000935
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,1.9460628,0.20891756
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,1.3348973,0.370331472
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,1.4145954,0.278267671
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,1.8881102,0.213287433
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,1.0127125,0.249842608
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,1.0657976,0.4330864
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.0904677,0.173728185
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.9109879,0.048421447
OC(=O)c1ccccc1O,-0.058915854,1.085385295
Oc1ccccc1C#N,0.578589,0.371098889
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,1.3709731,0.221038006
OC(=O)c1cc(I)cc(I)c1O,2.2276866,0.079468329
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5209241,0.094688041
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1.6839697,0.079797958
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.6369606,0.481303781
Oc1ccc(Cl)cc1,0.28642985,0.572492758
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.3039937,0.180150446
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,1.405251,0.334004253
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3270936,0.294099148
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,1.0511799,0.355104365
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,1.4851918,0.312411193
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.97048044,0.381859591
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,2.5561943,0.147935232
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.30780724,0.619991066
CCCCCCCCCCCCCC(O)=O,1.2406998,0.322021985
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,2.3238244,0.12308513
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,2.5453465,0.074419455
C/C=C/C=C/C(O)=O,-0.5774278,-2.849518696
O=C1NC(=O)c2ccccc12,-0.55642664,-4.058424039
ON1C(=O)c2ccccc2C1=O,0.24033964,0.578351514
OC(=O)c1ccccc1,-0.24508336,-0.750595442
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.1053696,0.0470952
OC(=O)c1cccc(c1)C(F)(F)F,1.4495165,0.099679171
Oc1c(F)c(F)c(F)c(F)c1F,1.280659,0.051363733
CC(C)(C)c1ccc(cc1)C(O)=O,0.8139478,0.095613559
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9883101,0.235265347
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.785603,0.005141769
Oc1ccc(cc1)c2ccccc2,0.3929321,0.568206498
Oc1ccccc1c2ccccc2,0.3929321,0.163974283
OC(=O)c1cccc(Cl)c1,0.8751107,1.083596871
Nc1ccc(cc1)C(O)=O,-0.35974765,-0.345913367
OC(=O)c1ccc(O)cc1,-0.56645834,-2.776388963
Nc1cccc(c1)C(O)=O,-0.35983792,-0.090417938
OC(=O)c1c(F)c(F)c(F)c(F)c1F,1.0480015,0.047271338
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2505965,0.131530192
CN(C)c1cccc(c1)C(O)=O,0.3857052,0.103011156
CC(C)c1ccc(cc1)C(O)=O,0.7410896,-5.940597216
CC(C)(C)c1ccccc1O,0.18983261,0.174640814
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,0.32935593,0.029237267
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,1.2501516,0.094093019
Oc1cccc(Cl)c1,0.51673734,0.077254747
CC(C)c1ccccc1O,-0.14929995,-0.28904786
Oc1cccc(Br)c1,0.82693195,0.08806836
Oc1ccccc1Br,-0.1076477,-0.836897421
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,1.2523808,0.052420881
Oc1ccccc1[N+]([O-])=O,0.71467984,-2.276213995
Oc1cccc(c1)[N+]([O-])=O,0.7166448,0.431234267
Oc1ccc(cc1)[N+]([O-])=O,0.71777993,0.411655791
Oc1c(F)c(F)cc(F)c1F,1.2608836,0.3413655
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,1.9227207,0.019020066
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,1.940942,0.024652237
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,1.4659626,0.041854478
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,1.4856844,0.065607299
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,2.0287693,0.079132582
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,1.0125821,0.053661623
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.0901208,0.041228994
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.4927866,0.088045262
OC(=O)c1ccccc1O,-0.2628551,1.515402181
Oc1ccccc1C#N,0.7522214,0.059723243
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,1.1418622,0.347507341
OC(=O)c1cc(I)cc(I)c1O,1.7841477,0.166286103
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.630481,0.200744606
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1.6461079,0.06999553
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.1045253,3.802284033
Oc1ccc(Cl)cc1,0.5522522,0.150381272
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.4106584,0.017101337
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,1.2385676,0.061691219
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.5211062,0.005812913
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,1.277107,0.060950735
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,1.8595393,0.031489963
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,1.3319137,0.062032599
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,2.6473744,0.022152275
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,1.1494856,0.532647451
