SMILES,logIE,correction
CCCCCCCCCCCCCC(O)=O,1.4685857,0.093465599
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,2.1487663,0.036427677
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,2.5904555,0.083872608
C/C=C/C=C/C(O)=O,-0.2608137,-0.572436536
O=C1NC(=O)c2ccccc12,-0.79441446,-0.444389928
ON1C(=O)c2ccccc2C1=O,0.27484292,0.0522658
OC(=O)c1ccccc1,-1.4400227,-0.777805811
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.5348079,0.151098539
OC(=O)c1cccc(c1)C(F)(F)F,0.023052586,0.962818409
Oc1c(F)c(F)c(F)c(F)c1F,0.3647715,0.255568397
CC(C)(C)c1ccc(cc1)C(O)=O,-0.16250467,-0.492172897
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.4528787,0.085344564
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,2.6286619,0.011781252
Oc1ccc(cc1)c2ccccc2,-1.4040451,-0.800057827
Oc1ccccc1c2ccccc2,-1.4040451,-0.105547327
OC(=O)c1cccc(Cl)c1,-0.12932974,-0.077747842
Nc1ccc(cc1)C(O)=O,-1.6764975,-0.003890694
OC(=O)c1ccc(O)cc1,-0.15011874,-0.749802103
Nc1cccc(c1)C(O)=O,-1.6723552,-0.169479143
OC(=O)c1c(F)c(F)c(F)c(F)c1F,0.74983877,0.050837001
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.763208,0.438817668
CN(C)c1cccc(c1)C(O)=O,-0.6476782,-0.136277538
CC(C)c1ccc(cc1)C(O)=O,-0.7087084,-0.610700922
CC(C)(C)c1ccccc1O,-2.9163759,-0.060500318
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-1.2887254,-0.039294658
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,0.76287234,0.034338812
Oc1cccc(Cl)c1,-0.83900106,-0.067776601
Oc1cccc(Br)c1,-0.4447951,-0.01156644
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,0.7645612,0.100516263
Oc1ccccc1[N+]([O-])=O,0.60220206,-1.253026075
Oc1cccc(c1)[N+]([O-])=O,0.6023269,0.196897427
Oc1ccc(cc1)[N+]([O-])=O,0.60233366,0.385373811
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,1.6034911,0.187771161
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,1.6606512,0.239291946
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,0.8663838,0.088017062
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,0.80074465,0.046732556
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,1.6035252,0.243042761
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,0.40790936,0.02878723
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.8426561,0.096819128
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.8415895,0.091360639
OC(=O)c1ccccc1O,-0.16715033,17.71503335
Oc1ccccc1C#N,0.06996926,0.461774929
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,0.80656224,0.253183107
OC(=O)c1cc(I)cc(I)c1O,1.5216825,0.094236607
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.4154043,0.010206769
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1.2539725,0.211338031
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.5347628,-2.485452221
Oc1ccc(Cl)cc1,-0.69200224,-0.222469397
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.2677064,0.021158248
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,1.6506307,0.85464125
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.1907294,0.097932288
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,0.69189596,0.052197313
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,1.2098806,0.043000509
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.7093205,0.102125968
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,2.442554,0.007091871
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.24669287,0.29516324
CCCCCCCCCCCCCC(O)=O,0.0953691,-2.58948501
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,2.5481405,0.21340025
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,1.8691943,0.074656302
C/C=C/C=C/C(O)=O,-1.2455697,-0.595594251
O=C1NC(=O)c2ccccc12,-0.5735662,-0.760014143
ON1C(=O)c2ccccc2C1=O,-0.5485644,-0.557609375
OC(=O)CCc1ccccn1,-0.07363141,-0.051877333
OC(=O)c1ccccc1[N+]([O-])=O,-0.5364606,-0.075067968
OC(=O)c1ccccc1C(O)=O,0.26839274,0.161272682
OC(=O)c1ccccc1O,0.6276788,0.743552254
Nc1ccccc1C(O)=O,-0.029241849,3.924184874
Nc1ccc(O)cc1,-1.4132965,-0.038573836
OC(=O)CCc1ccncc1,-0.0845126,-0.056407485
Nc1ccccc1O,-0.5664043,-0.086444705
OC(=O)c1ccc(cc1)C(O)=O,0.2665804,1.423458208
OC(=O)c1ccc(O)cc1,0.12822652,5.411325932
Nc1ccc(cc1)C(O)=O,-0.028195858,-0.85902071
Oc1ccccc1C#N,0.74895513,1.674839752
OC(=O)c1ccccc1,0.029346406,inf
N[C@@H](CC(N)=O)C(O)=O,-0.50533575,-0.031297445
O=C(O)C[C@H](N)C(=O)O,-0.49728894,-0.014875393
N[C@@H](CCC(N)=O)C(O)=O,-0.49504054,-0.146481835
N[C@@H](CCC(O)=O)C(O)=O,-0.50964755,-0.644024349
N[C@@H](Cc1c[nH]cn1)C(O)=O,-0.7024804,-0.018087501
CC[C@H](C)[C@H](N)C(O)=O,-0.1165518,-0.295020017
CC(C)C[C@H](N)C(O)=O,-0.114068046,-0.049432948
CSCC[C@H](N)C(O)=O,-0.10519259,-0.830334537
N[C@@H](Cc1ccccc1)C(O)=O,0.23925102,0.653259395
N[C@@H](CO)C(O)=O,-1.2734563,-1.59889048
C[C@@H](O)[C@H](N)C(O)=O,-0.5169907,-0.005787075
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,-0.072553,-0.451060027
N[C@@H](Cc1ccc(O)cc1)C(O)=O,0.27720553,0.075981577
CC(C)[C@H](N)C(O)=O,-0.16989133,-0.061820798
Oc1ccccc1[N+]([O-])=O,0.75405896,-1.72505669
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.517632127
Oc1ccccc1O,-2.5163763,-34.94823224
Oc1ccc(O)cc1,-3.1282651,-0.133429399
Nc1ccccc1O,-2.1129396,-0.805931279
Nc1ccc(O)cc1,-2.9833388,-0.080919867
COc1ccccc1O,-2.1714277,-0.16483549
COc1ccc(O)cc1,-2.7966938,-0.075651462
Oc1ccccc1C=O,0.22256714,-1.218203079
Oc1ccc(C=O)cc1,0.09224831,0.341083478
Oc1ccccc1c2ccccc2,-0.1502687,1.385304368
Oc1ccc(cc1)c2ccccc2,-0.1502687,1.200358272
Nc1ccccc1C(O)=O,-0.32523257,-0.166070345
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.731002908
OC(=O)c1ccccc1O,0.16626061,0.847340167
OC(=O)c1ccc(O)cc1,0.014281625,0.897988393
OC(=O)c1ccccc1[N+]([O-])=O,-0.6531623,-0.05338797
OC(=O)c1ccc(cc1)[N+]([O-])=O,-0.64349926,33.17496276
OC(=O)c1ccccc1C(O)=O,-0.27759433,-2.084381421
OC(=O)c1ccc(cc1)C(O)=O,-0.29169858,-0.116064924
OC(=O)CCc1ccccn1,-1.0326877,-0.012438886
OC(=O)CCc1ccncc1,-1.0498574,-0.29612022
Oc1ccccc1[N+]([O-])=O,0.8356739,-1.708198244
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.672566175
Oc1ccccc1O,-1.2207644,-4.548929084
Oc1ccc(O)cc1,-2.331568,-0.048339591
Nc1ccccc1O,-0.5664043,-0.155927108
Nc1ccc(O)cc1,-1.4132965,-0.177747051
COc1ccccc1O,-1.1100125,-0.01836012
COc1ccc(O)cc1,-1.7224047,-1.100493559
Oc1ccccc1C=O,0.029346406,-1.020379449
Oc1ccc(C=O)cc1,0.029346406,0.510893226
Oc1ccccc1c2ccccc2,0.30290288,-31.29028773
Oc1ccc(cc1)c2ccccc2,0.30290288,0.04449268
Nc1ccccc1C(O)=O,-0.029241908,1.417741548
Nc1ccc(cc1)C(O)=O,-0.028195858,-0.851600747
OC(=O)c1ccccc1O,0.62767875,0.902056824
OC(=O)c1ccc(O)cc1,0.12822652,0.602831483
OC(=O)c1ccccc1[N+]([O-])=O,-0.5364606,-0.219228587
OC(=O)c1ccc(cc1)[N+]([O-])=O,-0.53372455,2.906159094
OC(=O)c1ccccc1C(O)=O,0.26839262,0.04145492
OC(=O)c1ccc(cc1)C(O)=O,0.26658046,0.012664954
OC(=O)CCc1ccccn1,-0.07363141,-6.363141328
OC(=O)CCc1ccncc1,-0.0845126,inf
OC(=O)c1ccccc1,0.029346406,0.945654803
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.155269608
Oc1cccc(c1)C(F)(F)F,2.2316854,3.649344583
OC(=O)c1ccccc1O,0.62767875,0.252763391
C/C=C/C=C/C(O)=O,-0.3050828,1.824548103
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.125224538
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.708912849
Oc1ccc(cc1)c2ccccc2,0.30290288,0.519201782
OC(=O)c1ccc(O)cc1,0.12822652,0.771024074
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.366437276
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.293437335
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.404629701
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.31971284
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.091244716
O=C1NC(=O)c2ccccc12,0.05398839,0.874445605
Nc1ccc(cc1)C(O)=O,-0.028195858,1.056391716
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,1.431261098
OC(=O)c1ccccc1,0.029346406,0.95684352
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.225663808
Oc1cccc(c1)C(F)(F)F,2.2316854,0.38614
OC(=O)c1ccccc1O,0.62767875,0.365981059
C/C=C/C=C/C(O)=O,-0.3050828,1.709494879
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.207750525
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.369643387
Oc1ccc(cc1)c2ccccc2,0.30290288,0.596129497
OC(=O)c1ccc(O)cc1,0.12822652,0.81143159
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.060166852
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.102233555
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.131730216
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.019290405
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.146882794
O=C1NC(=O)c2ccccc12,0.05398839,0.892023221
Nc1ccc(cc1)C(O)=O,-0.028195858,1.044056028
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.588162491
OC(=O)c1ccccc1,0.029346406,0.961887784
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.380531046
Oc1cccc(c1)C(F)(F)F,2.2316854,0.193414652
OC(=O)c1ccccc1O,0.62767875,0.45419239
C/C=C/C=C/C(O)=O,-0.3050828,1.709494879
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.322754481
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.178933548
Oc1ccc(cc1)c2ccccc2,0.30290288,0.630606247
OC(=O)c1ccc(O)cc1,0.12822652,0.829031308
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.108845255
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.022232732
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.0053441
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.123267694
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.253522445
O=C1NC(=O)c2ccccc12,0.05398839,0.868321001
Nc1ccc(cc1)C(O)=O,-0.028195858,1.04778959
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.238566974
OC(=O)c1ccccc1,0.029346406,0.959241102
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.43109994
Oc1cccc(c1)C(F)(F)F,2.2316854,0.078108889
OC(=O)c1ccccc1O,0.62767875,0.497856998
C/C=C/C=C/C(O)=O,-0.3050828,1.575627921
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.358943173
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.023469783
Oc1ccc(cc1)c2ccccc2,0.30290288,0.635056774
OC(=O)c1ccc(O)cc1,0.12822652,0.826720921
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.211670802
O[S](=O)(=O)c1cccc2ccccc12,1.2675688,0.032390209
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.074519683
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.23084221
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.371387322
O=C1NC(=O)c2ccccc12,0.05398839,0.807184323
Nc1ccc(cc1)C(O)=O,-0.028195858,1.049466418
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.094067494
OC(=O)c1ccccc1,0.029346406,0.960871458
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.499231684
Oc1cccc(c1)C(F)(F)F,2.2316854,0.021190614
OC(=O)c1ccccc1O,0.62767875,0.517170191
C/C=C/C=C/C(O)=O,-0.3050828,1.517089488
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.368583125
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.082406401
Oc1ccc(cc1)c2ccccc2,0.30290288,0.690915431
OC(=O)c1ccc(O)cc1,0.12822652,0.833472054
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.289136677
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.074767454
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.15722218
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.318626523
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.453558914
O=C1NC(=O)c2ccccc12,0.05398839,0.854085433
Nc1ccc(cc1)C(O)=O,-0.028195858,1.04778959
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.020373829
OC(=O)c1ccccc1,0.029346406,0.971508343
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.571136878
Oc1cccc(c1)C(F)(F)F,2.2316854,0.208622199
OC(=O)c1ccccc1O,0.62767875,0.62414446
C/C=C/C=C/C(O)=O,-0.3050828,1.386180757
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.528210987
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.082406401
Oc1ccc(cc1)c2ccccc2,0.3029029,0.763357104
OC(=O)c1ccc(O)cc1,0.12822674,0.862121783
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.372554312
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.227092324
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.279808044
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.459600346
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.555289967
O=C1NC(=O)c2ccccc12,0.05398839,0.807184323
Nc1ccc(cc1)C(O)=O,-0.028195858,1.041464497
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.088277088
OC(=O)c1ccccc1,0.029346406,0.951089323
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.385085965
Oc1cccc(c1)C(F)(F)F,2.2316854,0.757232598
OC(=O)c1ccccc1O,0.62767875,0.50184226
C/C=C/C=C/C(O)=O,-0.3050828,-0.102697653
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.256827926
OC(=O)c1cc(I)cc(I)c1O,1.862715,1.024690224
Oc1ccc(cc1)c2ccccc2,0.30290288,0.59422567
OC(=O)c1ccc(O)cc1,0.12822652,-1.641132593
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.102340475
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.032390391
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.356525944
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.217210872
Oc1cccc(c1)[N+]([O-])=O,0.83605486,1.200144372
O=C1NC(=O)c2ccccc12,0.05398839,-1.899806495
Nc1ccc(cc1)C(O)=O,-0.028195858,-0.944714004
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.911962611
OC(=O)c1ccccc1,0.029346406,0.82737408
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.100770873
Oc1cccc(c1)C(F)(F)F,2.2316854,0.016878678
OC(=O)c1ccccc1O,0.62767875,0.003684521
C/C=C/C=C/C(O)=O,-0.3050828,-0.605698937
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.8397844,0.012018372
OC(=O)c1cc(I)cc(I)c1O,1.8627143,0.02346939
Oc1ccc(cc1)c2ccccc2,0.30290288,1.019352516
OC(=O)c1ccc(O)cc1,0.12822652,0.013642164
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.046671668
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.101015186
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.00475986
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.129483962
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.194364088
O=C1NC(=O)c2ccccc12,0.05398839,-1.125554395
Nc1ccc(cc1)C(O)=O,-0.028195858,-0.871837009
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.005393187
OC(=O)c1ccccc1,0.029346406,0.467320323
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.086081932
Oc1cccc(c1)C(F)(F)F,2.2316854,0.066240418
OC(=O)c1ccccc1O,0.62767875,0.003684521
C/C=C/C=C/C(O)=O,-0.3050828,-0.906767488
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.011788486
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.046469104
Oc1ccc(cc1)c2ccccc2,0.30290288,1.019352516
OC(=O)c1ccc(O)cc1,0.12822652,0.325123586
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.174635202
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.094593866
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.000266605
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.171707661
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.161187308
O=C1NC(=O)c2ccccc12,0.05398839,-1.125554395
Nc1ccc(cc1)C(O)=O,-0.028195858,-0.882517258
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.044018694
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.027577805
Oc1cccc(c1)C(F)(F)F,2.2316854,0.121383701
OC(=O)c1ccccc1O,0.62767875,0.307664067
C/C=C/C=C/C(O)=O,-0.3050829,-0.273612173
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.8397844,0.036770844
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.029835934
Oc1ccc(cc1)c2ccccc2,0.30290288,2.029028773
OC(=O)c1ccc(O)cc1,0.12822652,-3.137108644
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.145976702
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.154954274
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.019540655
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.150208438
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.211673712
O=C1NC(=O)c2ccccc12,0.05398839,-1.099978499
Nc1ccc(cc1)C(O)=O,-0.028195858,-0.919440406
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.084036517
OC(=O)c1ccccc1,0.029346406,inf
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.049678309
Oc1cccc(c1)C(F)(F)F,2.2316854,0.176499852
OC(=O)c1ccccc1O,0.62767875,0.034340382
C/C=C/C=C/C(O)=O,-0.3050828,-0.336776526
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,0.049730554
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.129572427
Oc1ccc(cc1)c2ccccc2,0.30290288,2.786285967
OC(=O)c1ccc(O)cc1,0.12822652,3.274217288
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.250125885
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.245494888
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.043223247
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.01281323
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.161187308
O=C1NC(=O)c2ccccc12,0.05398839,-1.105859588
Nc1ccc(cc1)C(O)=O,-0.028195858,-0.921678172
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.132457494
OC(=O)c1ccccc1,0.029346406,-1.013777656
Oc1ccc(cc1)[N+]([O-])=O,0.8362831,0.115044117
Oc1cccc(c1)C(F)(F)F,2.2316854,0.148211679
OC(=O)c1ccccc1O,0.6276788,0.174106827
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.83978444,-6.99846031
OC(=O)c1cc(I)cc(I)c1O,1.862715,0.153311361
Oc1ccc(cc1)c2ccccc2,0.30290288,-1.126737606
OC(=O)c1ccc(O)cc1,0.12822652,-1.077713042
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.2297935,0.236153075
O[S](=O)(=O)c1cccc2ccccc12,1.2675686,0.160550604
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,1.9805279,0.204607278
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.2537272,0.110831775
Oc1cccc(c1)[N+]([O-])=O,0.83605486,0.393424769
O=C1NC(=O)c2ccccc12,0.05398839,-1.01799613
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9693215,0.092478576
OC(=O)c1ccccc1,0.17851853,-1.615581151
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.256062683
Oc1cccc(c1)C(F)(F)F,2.269621,0.065549716
OC(=O)c1ccccc1O,0.16626061,0.755499096
C/C=C/C=C/C(O)=O,-0.21859562,-0.409201016
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.101880272
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.016596217
Oc1ccc(cc1)c2ccccc2,-0.1502687,1.455359708
OC(=O)c1ccc(O)cc1,0.014281625,-1.142816249
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.023450299
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.209768459
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.063022337
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.246843565
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.10936615
O=C1NC(=O)c2ccccc12,-1.0976014,-0.092891394
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.418774141
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.133031958
OC(=O)c1ccccc1,0.17851853,0.574955872
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.442047012
Oc1cccc(c1)C(F)(F)F,2.2696211,0.084830188
OC(=O)c1ccccc1O,0.16626059,0.838581956
C/C=C/C=C/C(O)=O,-0.21859562,3.428840266
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.137658917
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.188726171
Oc1ccc(cc1)c2ccccc2,-0.1502687,1.556550754
OC(=O)c1ccc(O)cc1,0.014281625,0.947105093
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.260073095
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.223731905
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.207457629
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.127209504
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.399175578
O=C1NC(=O)c2ccccc12,-1.0976014,-0.524446408
Nc1ccc(cc1)C(O)=O,-0.32548648,-3.068581015
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.192040254
OC(=O)c1ccccc1,0.17851853,0.785185337
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.345848221
Oc1cccc(c1)C(F)(F)F,2.269621,0.042354053
OC(=O)c1ccccc1O,0.16626061,0.802070696
C/C=C/C=C/C(O)=O,-0.21859562,-0.190386578
