SMILES,pH_aq,logIE
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.09,4.92
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.09,4.48
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.09,3.64
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.09,3.89
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.09,3.21
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.09,4.29
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.09,4.06
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.09,3.25
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.09,3.89
CC[N+](CC)(CC)CC,2.09,4.11
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.09,3.78
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.09,2.43
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.09,2.97
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.09,2.73
c1ccncc1,2.09,3.02
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.09,2.94
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.09,3.05
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.09,2.6
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,3.44,4.35
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3.44,4.67
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,3.44,4.45
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,3.44,4.28
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,3.44,3.83
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,3.44,3.39
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,3.44,3.96
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3.44,4.01
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,3.44,4.12
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,3.44,3.96
CC[N+](CC)(CC)CC,3.44,4.38
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,3.44,3.72
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,3.44,3.52
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,3.44,3.19
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,3.44,2.86
c1ccncc1,3.44,2.41
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,3.44,1.79
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,3.44,1.87
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,3.44,2.25
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,3.44,1.51
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,4.13
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,4.98
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.04
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,3.76
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,3.49
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,3.59
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,3.69
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,3.57
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,3.7
CC[N+](CC)(CC)CC,2.91,4.42
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,3
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,3.3
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,2.55
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,2.22
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,0.91
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,0.96
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,1.66
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,0.49
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,4.47
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,5.03
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.07
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,3.59
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,3.59
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,3.22
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,3.69
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,3.59
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,3.38
CC[N+](CC)(CC)CC,2.91,4.54
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,3.39
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,3.35
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,2.54
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,2.68
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,1.79
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,1.77
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,2.66
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,1.84
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,4.2
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,5.37
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.32
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,4.69
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,3.72
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,4.17
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,4.48
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,4.09
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,4.15
CC[N+](CC)(CC)CC,2.91,4.4
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,2.77
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,3.89
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,3.29
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,3.17
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,0.63
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,1.46
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,2.62
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,0.62
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,4.43
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,4.9
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.06
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,4.39
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,3.74
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,2.76
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,3.74
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,3.34
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,3.35
CC[N+](CC)(CC)CC,2.91,4.18
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,2.01
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,3.76
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,2.7
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,2.02
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,0.21
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,1
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,2.23
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,1.15
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.09,3.45
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.09,4.75
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.09,4.13
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.09,3.12
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.09,3.58
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.09,3.68
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.09,3.75
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.09,3.88
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.09,2.45
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.09,3.34
CC[N+](CC)(CC)CC,2.09,4.21
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.09,3.14
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.09,3.39
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.09,2.41
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.09,1.97
c1ccncc1,2.09,2.02
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.09,2.37
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.09,2.28
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.09,1.89
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.09,1.95
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,3.44,3.91
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3.44,4.74
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,3.44,3.82
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,3.44,3.58
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,3.44,3.07
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,3.44,2.14
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,3.44,2.92
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3.44,3.11
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,3.44,3.11
CC[N+](CC)(CC)CC,3.44,4.25
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,3.44,2.57
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,3.44,3.13
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,3.44,2.25
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,3.44,1.03
CC[N+](CC)(CC)CC,2.7,4.45
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,2.7,5.91
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,2.7,5.33
CCC[N+](CCC)(CCC)CCC,2.7,4.8
CCCN(CCC)CCC,2.7,4.68
c1ccncc1,2.7,2.98
C1CCNC1,2.7,3.17
CCNCC,2.7,3.25
COc1cccc(c1)N(C)C,2.7,4.02
Nc1ccccn1,2.7,2.95
CN(C)c1ccc(cc1)N(C)C,2.7,3.57
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2.7,4.44
c1cnc2c(c1)ccc3cccnc23,2.7,2.88
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,2.7,7.49
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,2.7,7.16
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,2.7,5.43
COc1ccncc1,2.7,3.69
OC(=O)c1ccccc1C(O)=O,2.7,1.21
Nc1ccc(O)cc1,2.7,3.04
[nH]1ncc2ccccc12,2.7,3.2
CC(=O)Nc1sc(cn1)[N+]([O-])=O,2.7,0.31
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,2.7,2.29
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,2.7,3.2
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,2.7,-0.22
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,2.7,2.1
COc1ccc(C=O)cc1,2.7,1.12
Oc1ccc(C=O)cc1,2.7,0.07
OC(=O)C=Cc1ccccc1,2.7,-0.11
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,2.7,3.86
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,2.7,1.78
CC1=NN=C(c2ccccc2)C(=O)N1N,2.7,3.32
CC(C)c1ccc(NC(=O)N(C)C)cc1,2.7,3.97
CCc1cccc(CC)c1N(COC)C(=O)CCl,2.7,2.42
COc1cc(ccc1O)C(O)CN,2.7,1.86
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,2.7,3.69
CNC(=O)C(C)SCCS[P](=O)(OC)OC,3.2,2.8
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,3.2,2.2
c1cnc2c(c1)ccc3cccnc23,3.2,3.2
CC(=O)OCC(COC(=O)C)OC(=O)C,3.2,1.4
COC(=O)c1ccccc1C(=O)OC,3.2,2
CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,3.2,1.9
COC(=O)CCCC(=O)OC,3.2,1.7
OC(=O)C(\C)=C(\C)C(=O)O,3.2,1.7
COC(=O)CCC(=O)OC,3.2,1.7
O=C(Oc1ccccc1)c2ccccc2,3.2,1.3
CC(=O)OCCOC(=O)C,3.2,1.5
COC(=O)CC(=O)OC,3.2,1.4
O=C(c1ccccc1)c2ccccc2,3.2,2.2
O=C(O)c1ccccc1S(=O)(=O)C(F)(F)F,3.2,0.4
NC(=O)c1ccccc1,3.2,2.4
COc1ccc(cc1)C(O)=O,3.2,1.9
Oc1ccccc1C#N,3.2,1.7
CC[N+](CC)(CC)CC,2.7,3.58
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,2.7,4.42
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,2.7,3.87
CCC[N+](CCC)(CCC)CCC,2.7,3.57
CCCN(CCC)CCC,2.7,4.05
c1ccncc1,2.7,2.32
C1CCNC1,2.7,2.46
CCNCC,2.7,2.47
COc1cccc(c1)N(C)C,2.7,3.42
Nc1ccccn1,2.7,2.04
CN(C)c1ccc(cc1)N(C)C,2.7,2.73
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2.7,3.74
N[C@@H](CCC(N)=O)C(O)=O,2.7,1.37
CC(N)C(=O)O,2.7,1.26
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,2.7,3.66
c1cnc2c(c1)ccc3cccnc23,2.7,2.53
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,2.7,4.02
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,2.7,3.71
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,2.7,4.23
COc1cccc(O)c1O,2.7,1.15
COc1ccncc1,2.7,3.03
OC(=O)c1ccccc1C(O)=O,2.7,0.89
Nc1ccc(O)cc1,2.7,2.05
[nH]1ncc2ccccc12,2.7,2.12
CC(=O)Nc1sc(cn1)[N+]([O-])=O,2.7,0.05
NC[P](O)(O)=O,2.7,-0.14
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,2.7,1.35
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,2.7,2.44
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,2.7,-0.74
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,2.7,1.74
COc1ccc(C=O)cc1,2.7,0.97
Oc1ccc(C=O)cc1,2.7,0.73
OC(=O)C=Cc1ccccc1,2.7,0.71
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,2.7,3.1
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,2.7,2.13
CC1=NN=C(c2ccccc2)C(=O)N1N,2.7,2.35
CC(C)c1ccc(NC(=O)N(C)C)cc1,2.7,2.5
CCc1cccc(CC)c1N(COC)C(=O)CCl,2.7,1.85
COc1cc(ccc1O)C(O)CN,2.7,0.88
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,2.7,2.95
CC[N+](CC)(CC)CC,2.7,3.58
C[N+](C)(C)C,2.7,2.24
COc1cccc(c1)N(C)C,2.7,3.66
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,2.7,0
Nc1cccc(c1)[N+]([O-])=O,2.7,2.37
Nc1ccccc1,2.7,3.09
Cc1cccc(C)n1,2.7,3.17
Nc1cccc2ccccc12,2.7,3.44
Nc1ccc(cc1)C(O)=O,2.7,2.4
c1ccc2ncccc2c1,2.7,3.47
Nc1ccccc1O,2.7,2.83
Nc1cccc(c1)C(O)=O,2.7,2.57
Nc1ccccc1[N+]([O-])=O,2.7,1.85
c1ccncc1,2.7,2.55
Nc1cccc(N)n1,2.7,2.71
CN(C)c1ccccc1,2.7,3.15
c1ccc2nc3ccccc3cc2c1,2.7,3.92
Cc1ccc2cccc(N)c2n1,2.7,3.47
NC(CO)(CO)CO,2.7,2.16
CCC[N+](CCC)(CCC)CCC,2.7,4.73
CC[N+](CC)(CC)CC,2.7,3.45
CCN(CC)CC,2.7,2.91
Nc1cccc2ccccc12,2.7,3.04
CN(C)c1ccccc1,2.7,2.62
C1CCNCC1,2.7,2.67
C1CCNC1,2.7,2.69
COC(=O)c1ccccc1C(=O)OC,2.7,3.51
c1ccncc1,2.7,2.18
CCC[N+](CCC)(CCC)CCC,2.7,4.39
CC[N+](CC)(CC)CC,2.7,3.97
CCN(CC)CC,2.7,3.83
Nc1cccc2ccccc12,2.7,2.61
CN(C)c1ccccc1,2.7,2.33
C1CCNCC1,2.7,2.87
C1CCNC1,2.7,2.45
c1ccncc1,2.7,2.21
CCC[N+](CCC)(CCC)CCC,2.7,4.22
CC[N+](CC)(CC)CC,2.7,3.58
CCN(CC)CC,2.7,3.23
Nc1cccc2ccccc12,2.7,3.24
CN(C)c1ccccc1,2.7,3.21
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,2.7,-0.16
C1CCNCC1,2.7,2.75
C1CCNC1,2.7,2.17
COC(=O)c1ccccc1C(=O)OC,2.7,3.14
c1ccncc1,2.7,2.25
CC[N+](CC)(CC)CC,2.7,3.93
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,2.7,4.96
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,2.7,4.19
CCC[N+](CCC)(CCC)CCC,2.7,4.03
CCCN(CCC)CCC,2.7,3.93
c1ccncc1,2.7,2.59
C1CCNC1,2.7,2.57
CCNCC,2.7,2.65
COc1cccc(c1)N(C)C,2.7,3.68
Nc1ccccn1,2.7,2.31
CN(C)c1ccc(cc1)N(C)C,2.7,2.67
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2.7,3.96
N[C@@H](CCC(N)=O)C(O)=O,2.7,1.68
CC(N)C(=O)O,2.7,1.67
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,2.7,4.16
c1cnc2c(c1)ccc3cccnc23,2.7,2.83
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,2.7,4.55
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,2.7,4.62
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,2.7,4.72
COc1cccc(O)c1O,2.7,0.3
COc1ccncc1,2.7,3.26
OC(=O)c1ccccc1C(O)=O,2.7,0.88
Nc1ccc(O)cc1,2.7,2.35
[nH]1ncc2ccccc12,2.7,2.59
CC(=O)Nc1sc(cn1)[N+]([O-])=O,2.7,0.29
NC[P](O)(O)=O,2.7,0.49
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,2.7,1.38
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,2.7,2.37
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,2.7,-0.67
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,2.7,1.59
COc1ccc(C=O)cc1,2.7,1.24
Oc1ccc(C=O)cc1,2.7,0.72
OC(=O)C=Cc1ccccc1,2.7,0.91
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,2.7,3.33
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,2.7,1.95
CC1=NN=C(c2ccccc2)C(=O)N1N,2.7,2.56
CC(C)c1ccc(NC(=O)N(C)C)cc1,2.7,3.12
CCc1cccc(CC)c1N(COC)C(=O)CCl,2.7,1.81
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,2.7,3.04
CCC[N+](CCC)(CCC)CCC,2.7,4.64
CC[N+](CC)(CC)CC,2.7,3.93
CCN(CC)CC,2.7,3.87
Nc1cccc2ccccc12,2.7,3.63
CN(C)c1ccccc1,2.7,3.52
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,2.7,3.99
C1CCNCC1,2.7,3.21
C1CCNC1,2.7,2.34
COC(=O)c1ccccc1C(=O)OC,2.7,3.22
c1ccncc1,2.7,2.25
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,2.7,6.15
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,2.7,5.61
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,2.7,5.58
Clc1ccc(Cl)c(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)c1,2.7,5.52
