SMILES,pH_aq,logIE
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.7,4.72
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.7,4.18
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.7,4.74
CC[N+](CC)(CC)CC,2.7,4.51
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.7,4.21
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,3.95
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.7,3.71
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.7,3.82
c1ccncc1,2.7,2.57
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.7,3.16
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.7,2.89
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.7,3.71
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.7,2.73
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.7,4.16
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.7,5.09
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.7,4.58
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.7,4.58
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.7,4.45
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.7,4.26
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.7,4.9
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.7,4.63
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.7,3.94
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.7,4.96
CC[N+](CC)(CC)CC,2.7,4.79
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.7,3.76
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,3.69
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.7,4.03
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.7,3.54
c1ccncc1,2.7,2.84
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.7,2.69
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.7,2.5
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.7,3.36
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.7,2.35
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.7,4.71
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.7,5.12
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.7,3.85
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.7,3.98
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.7,4.07
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.7,3.27
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.7,4.32
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.7,3.73
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.7,3.69
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.7,3.57
CC[N+](CC)(CC)CC,2.7,4.34
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.7,2.19
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,3.8
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.7,5.3
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.7,3.33
c1ccncc1,2.7,0.31
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.7,2.63
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.7,2.08
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.7,3
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.7,2.13
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,4.03
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,4.05
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,4.07
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,3.66
NC(CO)(CO)CO,2.7,2.89
NC(CO)(CO)CO,2.7,2.55
NC(CO)(CO)CO,2.7,1.97
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,2.7,4.69
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,2.7,4.58
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,2.7,4.56
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,2.7,5.27
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2.7,4.4
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2.7,4.37
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2.7,4.02
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.7,2.91
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.7,2.97
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.7,4.23
CCCC[N+](CCCC)(CCCC)CCCC,2.7,5.39
CCCC[N+](CCCC)(CCCC)CCCC,2.7,5.39
CCCC[N+](CCCC)(CCCC)CCCC,2.7,5.37
Brc1ccc(cc1)N=[P](N=[P](N2CCCC2)(N3CCCC3)N4CCCC4)(N=[P](N5CCCC5)(N6CCCC6)N7CCCC7)N=[P](N8CCCC8)(N9CCCC9)N%10CCCC%10,2.7,5.46
Brc1ccc(cc1)N=[P](N=[P](N2CCCC2)(N3CCCC3)N4CCCC4)(N=[P](N5CCCC5)(N6CCCC6)N7CCCC7)N=[P](N8CCCC8)(N9CCCC9)N%10CCCC%10,2.7,5.31
Brc1ccc(cc1)N=[P](N=[P](N2CCCC2)(N3CCCC3)N4CCCC4)(N=[P](N5CCCC5)(N6CCCC6)N7CCCC7)N=[P](N8CCCC8)(N9CCCC9)N%10CCCC%10,2.7,4.42
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,2.7,5.47
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,2.7,5.62
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,2.7,5.3
CCC[N+](CCC)(CCC)CCC,2.7,4.99
CCC[N+](CCC)(CCC)CCC,2.7,5.1
CCC[N+](CCC)(CCC)CCC,2.7,4.79
CCC[N+](CCC)(CCC)CCC,2.7,4.87
CC[N+](CC)(CC)CC,2.7,4.1
CCN(CC)CC,2.7,3.49
Nc1cccc2ccccc12,2.7,3.44
CN(C)c1ccccc1,2.7,3.19
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,2.7,3.63
C1CCNCC1,2.7,3.37
COC(=O)c1ccccc1C(=O)OC,2.7,3.37
C1CCNC1,2.7,3.47
c1ccncc1,2.7,2.97
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,2.7,4.06
O=[N+]([O-])c1cccc([N+](=O)[O-])c1N=P(N1CCCC1)(N1CCCC1)N1CCCC1,2.7,4.73
CCC[N+](CCC)(CCC)CCC,2.7,5.07
CC[N+](CC)(CC)CC,2.7,4.63
CCN(CC)CC,2.7,3.59
Nc1cccc2ccccc12,2.7,3.83
CN(C)c1ccccc1,2.7,3.97
COC(=O)C(CCCCN)NC(=O)CNC(C)=O,2.7,3.18
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,2.7,3.29
C1CCNCC1,2.7,3.43
COC(=O)c1ccccc1C(=O)OC,2.7,3.18
C1CCNC1,2.7,3.15
c1ccncc1,2.7,3.02
N[C@@H](CS)C(O)=O,2.7,0.63
NCC(O)=O,2.7,1.39
CC[N+](CC)(CC)CC,10.7,3.93
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,10.7,4.66
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,10.7,4.5
CCC[N+](CCC)(CCC)CCC,10.7,4.1
CCCN(CCC)CCC,10.7,1.65
c1ccncc1,10.7,0.24
C1CCNC1,10.7,2.47
CCNCC,10.7,2.27
COc1cccc(c1)N(C)C,10.7,1.48
Nc1ccccn1,10.7,2.24
CN(C)c1ccc(cc1)N(C)C,10.7,3.63
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,10.7,4.04
N[C@@H](CCC(N)=O)C(O)=O,10.7,1.69
CC(N)C(=O)O,10.7,0.98
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,10.7,3.97
c1cnc2c(c1)ccc3cccnc23,10.7,3.62
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,10.7,4.73
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,10.7,4.88
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,10.7,4.97
COc1cccc(O)c1O,10.7,-1.24
COc1ccncc1,10.7,2.18
OC(=O)c1ccccc1C(O)=O,10.7,0.63
Nc1ccc(O)cc1,10.7,0.65
[nH]1ncc2ccccc12,10.7,1.63
CC(=O)Nc1sc(cn1)[N+]([O-])=O,10.7,0.38
NC[P](O)(O)=O,10.7,0.05
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,10.7,0.98
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,10.7,0.93
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,10.7,0.21
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,10.7,2.15
COc1ccc(C=O)cc1,10.7,1.07
Oc1ccc(C=O)cc1,10.7,0.41
OC(=O)C=Cc1ccccc1,10.7,-0.59
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,10.7,3.79
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,10.7,1.81
CC1=NN=C(c2ccccc2)C(=O)N1N,10.7,2.69
CC(C)c1ccc(NC(=O)N(C)C)cc1,10.7,3.34
CCc1cccc(CC)c1N(COC)C(=O)CCl,10.7,2.62
COc1cc(ccc1O)C(O)CN,10.7,0.33
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,10.7,2.88
CNC(=O)C(C)SCCS[P](=O)(OC)OC,10.7,3.5
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,10.7,2.8
c1cnc2c(c1)ccc3cccnc23,10.7,3
CC(=O)OCC(COC(=O)C)OC(=O)C,10.7,2.2
COC(=O)c1ccccc1C(=O)OC,10.7,2.2
CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,10.7,2.5
COC(=O)CCCC(=O)OC,10.7,2
OC(=O)C(\C)=C(\C)C(=O)O,10.7,1.6
CC(=O)OCCOC(=O)C,10.7,0.9
COC(=O)CC(=O)OC,10.7,0.8
O=C(c1ccccc1)c2ccccc2,10.7,1.3
NC(=O)c1ccccc1,10.7,1.5
COc1ccc(cc1)C(O)=O,10.7,0.8
OC(=O)CCc1ccccn1,10.7,3.1
OC(=O)CCc1ccncc1,10.7,3.2
Nc1ccccn1,10.7,2.73
Nc1ccncc1,10.7,2.81
COc1ccccn1,10.7,0.79
COc1ccncc1,10.7,2.75
Cc1ccccc1N,10.7,1.14
Cc1ccc(N)cc1,10.7,1.95
Nc1ccccc1O,10.7,2.18
Nc1ccc(O)cc1,10.7,2.09
Nc1ccc(Cl)cc1,10.7,0.8
Nc1ccccc1[N+]([O-])=O,10.7,1.84
Nc1ccc(cc1)[N+]([O-])=O,10.7,2.82
Nc1ccccc1C(O)=O,10.7,2.03
Nc1ccc(cc1)C(O)=O,10.7,2.08
OC(=O)c1ccccc1C(O)=O,10.7,1.91
OC(=O)c1ccc(cc1)C(O)=O,10.7,1.88
OC(=O)c1ccccc1O,10.7,-0.02
OC(=O)c1ccc(O)cc1,10.7,-0.03
OC(=O)c1ccccc1[N+]([O-])=O,10.7,0
OC(=O)c1ccc(cc1)[N+]([O-])=O,10.7,-1.18
[O-][N+](=O)c1[nH]ccn1,10.7,1.94
[O-][N+](=O)c1c[nH]cn1,10.7,2.28
CC[N+](CC)(CC)CC,1.9,3.58
C[N+](C)(C)C,1.9,2.05
COc1cccc(c1)N(C)C,1.9,3.29
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.9,0.08
Nc1cccc(c1)[N+]([O-])=O,1.9,1.9
Nc1ccccc1,1.9,2.59
Cc1cccc(C)n1,1.9,2.86
Nc1cccc2ccccc12,1.9,2.68
Nc1ccc(cc1)C(O)=O,1.9,1.61
c1ccc2ncccc2c1,1.9,2.96
Nc1ccccc1O,1.9,1.94
Nc1cccc(c1)C(O)=O,1.9,1.75
Nc1ccccc1[N+]([O-])=O,1.9,1.57
c1ccncc1,1.9,2.16
Nc1cccc(N)n1,1.9,2.77
CN(C)c1ccccc1,1.9,3.22
c1ccc2nc3ccccc3cc2c1,1.9,3.57
Cc1ccc2cccc(N)c2n1,1.9,2.98
NC(CO)(CO)CO,1.9,2.33
Nc1[nH]c2ccccc2n1,1.9,2.81
O=[N+]([O-])c1cccc([N+](=O)[O-])c1N=P(N1CCCC1)(N1CCCC1)N1CCCC1,1.9,4.29
c1ccc(N2CC3CC(C2)CN(c2ccccc2)C3)cc1,1.9,3.8
Nc1ccccn1,1.9,2.62
Nc1cccc(O)c1,1.9,1.99
CN(C)c1ccc(cc1)N(C)C,1.9,3.24
CN(C)c1ccc(N)cc1,1.9,2.41
Oc1cccnc1,1.9,2.5
CN(C)c1cccc(c1)C(O)=O,1.9,2.84
CNC(=O)C(C)SCCS[P](=O)(OC)OC,1.9,3.1
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,1.9,2
c1cnc2c(c1)ccc3cccnc23,1.9,2.9
CC(=O)OCC(COC(=O)C)OC(=O)C,1.9,1.2
COC(=O)c1ccccc1C(=O)OC,1.9,1.6
CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,1.9,1.8
COC(=O)CCCC(=O)OC,1.9,2
OC(=O)C(\C)=C(\C)C(=O)O,1.9,1.8
COC(=O)CCC(=O)OC,1.9,1.9
O=C(Oc1ccccc1)c2ccccc2,1.9,1
CC(=O)OCCOC(=O)C,1.9,1.4
COC(=O)CC(=O)OC,1.9,1.2
O=C(c1ccccc1)c2ccccc2,1.9,1.6
O=C(O)c1ccccc1S(=O)(=O)C(F)(F)F,1.9,0.1
NC(=O)c1ccccc1,1.9,2.1
COc1ccc(cc1)C(O)=O,1.9,1.8
Oc1ccccc1C#N,1.9,1.5
CC[N+](CC)(CC)CC,1.9,3.95
C[N+](C)(C)C,1.9,2.41
COc1cccc(c1)N(C)C,1.9,3.72
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.9,1.18
Nc1cccc(c1)[N+]([O-])=O,1.9,2.66
Nc1ccccc1,1.9,2.91
Cc1cccc(C)n1,1.9,3.39
Nc1cccc2ccccc12,1.9,3.28
Nc1ccc(cc1)C(O)=O,1.9,2.47
c1ccc2ncccc2c1,1.9,3.44
Nc1ccccc1O,1.9,2.71
Nc1cccc(c1)C(O)=O,1.9,2.49
Nc1ccccc1[N+]([O-])=O,1.9,2.28
c1ccncc1,1.9,2.55
Nc1cccc(N)n1,1.9,3.05
CN(C)c1ccccc1,1.9,3.53
c1ccc2nc3ccccc3cc2c1,1.9,3.99
Cc1ccc2cccc(N)c2n1,1.9,3.53
NC(CO)(CO)CO,1.9,2.32
Nc1[nH]c2ccccc2n1,1.9,3.39
O=[N+]([O-])c1cccc([N+](=O)[O-])c1N=P(N1CCCC1)(N1CCCC1)N1CCCC1,1.9,5.07
c1ccc(N2CC3CC(C2)CN(c2ccccc2)C3)cc1,1.9,4.42
Nc1ccccn1,1.9,2.99
Nc1cccc(O)c1,1.9,2.45
Nc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.9,1.06
Nc1ccc(cc1)[N+]([O-])=O,1.9,2.38
CN(C)c1ccc(cc1)N(C)C,1.9,3.61
CN(C)c1ccc(N)cc1,1.9,3.24
Oc1cccnc1,1.9,2.72
CN(C)c1cccc(c1)C(O)=O,1.9,2.43
OC(=O)CCc1ccccn1,1.9,2.98
OC(=O)CCc1ccncc1,1.9,3.16
Nc1ccccn1,1.9,2.76
Nc1ccncc1,1.9,2.61
COc1ccccn1,1.9,2.42
COc1ccncc1,1.9,2.94
Cc1ccccc1N,1.9,3.05
Cc1ccc(N)cc1,1.9,3.16
Nc1ccccc1O,1.9,2.55
Nc1ccc(O)cc1,1.9,2.34
Nc1ccccc1Cl,1.9,2.77
Nc1ccc(Cl)cc1,1.9,3
Nc1ccccc1[N+]([O-])=O,1.9,2.13
Nc1ccc(cc1)[N+]([O-])=O,1.9,2.3
Nc1ccccc1C(O)=O,1.9,2.48
Nc1ccc(cc1)C(O)=O,1.9,2.38
OC(=O)c1ccccc1C(O)=O,1.9,1.7
OC(=O)c1ccc(cc1)C(O)=O,1.9,1.66
OC(=O)c1ccccc1O,1.9,1.52
OC(=O)c1ccc(O)cc1,1.9,1.24
OC(=O)c1ccccc1[N+]([O-])=O,1.9,1.08
[O-][N+](=O)c1[nH]ccn1,1.9,2.21
[O-][N+](=O)c1c[nH]cn1,1.9,2.24
CNC(=O)C(C)SCCS[P](=O)(OC)OC,7.9,3.9
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,7.9,0.9
c1cnc2c(c1)ccc3cccnc23,7.9,3.6
CC(=O)OCC(COC(=O)C)OC(=O)C,7.9,0.2
COC(=O)c1ccccc1C(=O)OC,7.9,2.1
CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,7.9,3.3
COC(=O)CCCC(=O)OC,7.9,1.2
OC(=O)C(\C)=C(\C)C(=O)O,7.9,0.9
COC(=O)CCC(=O)OC,7.9,0.6
CC(=O)OCCOC(=O)C,7.9,-0.1
COC(=O)CC(=O)OC,7.9,-0.2
O=C(c1ccccc1)c2ccccc2,7.9,0.2
NC(=O)c1ccccc1,7.9,1.2
COc1ccc(cc1)C(O)=O,7.9,-0.1
CCC[N+](CCC)(CCC)CCC,9.75,4.63
CC[N+](CC)(CC)CC,9.75,3.93
CCN(CC)CC,9.75,3.8
Nc1cccc2ccccc12,9.75,3.25
CN(C)c1ccccc1,9.75,1.65
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,9.75,4.48
C1CCNCC1,9.75,3.03
C1CCNC1,9.75,2.64
COC(=O)c1ccccc1C(=O)OC,9.75,3.82
c1ccncc1,9.75,0.86
CCC[N+](CCC)(CCC)CCC,9.75,4.43
CC[N+](CC)(CC)CC,9.75,3.95
CCN(CC)CC,9.75,3.29
Nc1cccc2ccccc12,9.75,2.6
CN(C)c1ccccc1,9.75,0.31
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,9.75,3.33
C1CCNCC1,9.75,2.63
C1CCNC1,9.75,1.71
COC(=O)c1ccccc1C(=O)OC,9.75,2.74
c1ccncc1,9.75,-0.82
CC[N+](CC)(CC)CC,6.77,3.93
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,6.77,5.27
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,6.77,4.6
CCC[N+](CCC)(CCC)CCC,6.77,4.34
CCCN(CCC)CCC,6.77,2.24
c1ccncc1,6.77,0.82
C1CCNC1,6.77,2.66
CCNCC,6.77,2.72
COc1cccc(c1)N(C)C,6.77,2
Nc1ccccn1,6.77,1.56
CN(C)c1ccc(cc1)N(C)C,6.77,2.46
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,6.77,3.69
N[C@@H](CCC(N)=O)C(O)=O,6.77,1.44
CC(N)C(=O)O,6.77,0.97
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,6.77,3.4
c1cnc2c(c1)ccc3cccnc23,6.77,3.6
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,6.77,4.41
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,6.77,4.6
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,6.77,4.79
COc1cccc(O)c1O,6.77,-0.33
COc1ccncc1,6.77,1.71
OC(=O)c1ccccc1C(O)=O,6.77,0.82
Nc1ccc(O)cc1,6.77,1.16
[nH]1ncc2ccccc12,6.77,1.3
CC(=O)Nc1sc(cn1)[N+]([O-])=O,6.77,0.23
NC[P](O)(O)=O,6.77,0.48
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,6.77,1.99
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,6.77,2.67
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,6.77,0
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,6.77,2.1
COc1ccc(C=O)cc1,6.77,0.75
Oc1ccc(C=O)cc1,6.77,0.7
OC(=O)C=Cc1ccccc1,6.77,-0.35
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,6.77,3.27
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,6.77,2.03
CC1=NN=C(c2ccccc2)C(=O)N1N,6.77,2.5
CC(C)c1ccc(NC(=O)N(C)C)cc1,6.77,3.34
CCc1cccc(CC)c1N(COC)C(=O)CCl,6.77,2.3
COc1cc(ccc1O)C(O)CN,6.77,0.7
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,6.77,2.34
CC[N+](CC)(CC)CC,6.8,3.93
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,6.8,5.24
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,6.8,3.89
CCC[N+](CCC)(CCC)CCC,6.8,3.97
CCCN(CCC)CCC,6.8,3.88
c1ccncc1,6.8,0.66
C1CCNC1,6.8,2.88
CCNCC,6.8,3
COc1cccc(c1)N(C)C,6.8,1.77
Nc1ccccn1,6.8,2.27
CN(C)c1ccc(cc1)N(C)C,6.8,3.04
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,6.8,4.04
N[C@@H](CCC(N)=O)C(O)=O,6.8,1.47
CC(N)C(=O)O,6.8,1.04
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,6.8,3.65
c1cnc2c(c1)ccc3cccnc23,6.8,3.65
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,6.8,4.81
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,6.8,4.66
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,6.8,4.85
COc1cccc(O)c1O,6.8,-0.01
COc1ccncc1,6.8,1.73
OC(=O)c1ccccc1C(O)=O,6.8,0.96
Nc1ccc(O)cc1,6.8,1.71
[nH]1ncc2ccccc12,6.8,1.24
CC(=O)Nc1sc(cn1)[N+]([O-])=O,6.8,0.64
NC[P](O)(O)=O,6.8,0.01
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,6.8,2.36
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,6.8,3.36
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,6.8,0.26
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,6.8,2.33
COc1ccc(C=O)cc1,6.8,0.35
Oc1ccc(C=O)cc1,6.8,1.03
OC(=O)C=Cc1ccccc1,6.8,0.18
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,6.8,3.73
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,6.8,2.47
CC1=NN=C(c2ccccc2)C(=O)N1N,6.8,3.24
CC(C)c1ccc(NC(=O)N(C)C)cc1,6.8,3.79
CCc1cccc(CC)c1N(COC)C(=O)CCl,6.8,2.49
COc1cc(ccc1O)C(O)CN,6.8,1.66
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,6.8,3.24
