SMILES,pH_aq,logIE
CSCC[C@H](N)C(O)=O,10.5,-0.62
N[C@@H](Cc1ccccc1)C(O)=O,10.5,0.69
N[C@@H](CO)C(O)=O,10.5,-0.49
C[C@@H](O)[C@H](N)C(O)=O,10.5,-0.52
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,10.5,-0.05
N[C@@H](Cc1ccc(O)cc1)C(O)=O,10.5,0.3
CC(C)[C@H](N)C(O)=O,10.5,-0.16
Oc1ccccc1[N+]([O-])=O,7,-1.04
Oc1ccc(cc1)[N+]([O-])=O,7,0.5
Oc1ccccc1O,7,-0.07
Oc1ccc(O)cc1,7,-2.76
Nc1ccccc1O,7,-1.17
Nc1ccc(O)cc1,7,-2.76
COc1ccccc1O,7,-2.6
COc1ccc(O)cc1,7,-2.6
Oc1ccccc1C=O,7,-1.02
Oc1ccc(C=O)cc1,7,0.14
Oc1ccccc1c2ccccc2,7,0.39
Oc1ccc(cc1)c2ccccc2,7,0.75
Nc1ccccc1C(O)=O,7,-0.39
Nc1ccc(cc1)C(O)=O,7,-1.21
OC(=O)c1ccccc1O,7,0.09
OC(=O)c1ccc(O)cc1,7,0.14
OC(=O)c1ccccc1[N+]([O-])=O,7,-0.69
OC(=O)c1ccc(cc1)[N+]([O-])=O,7,0.02
OC(=O)c1ccccc1C(O)=O,7,-0.09
OC(=O)c1ccc(cc1)C(O)=O,7,-0.33
OC(=O)CCc1ccccn1,7,-1.02
OC(=O)CCc1ccncc1,7,-0.81
Oc1ccccc1[N+]([O-])=O,10.5,-1.18
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.5
Oc1ccccc1O,10.5,-0.22
Oc1ccc(O)cc1,10.5,-2.45
Nc1ccccc1O,10.5,-0.49
Nc1ccc(O)cc1,10.5,-1.2
COc1ccccc1O,10.5,-1.09
COc1ccc(O)cc1,10.5,-0.82
Oc1ccccc1C=O,10.5,-1.44
Oc1ccc(C=O)cc1,10.5,0.06
Oc1ccccc1c2ccccc2,10.5,-0.01
Oc1ccc(cc1)c2ccccc2,10.5,0.29
Nc1ccccc1C(O)=O,10.5,0.07
Nc1ccc(cc1)C(O)=O,10.5,-0.19
OC(=O)c1ccccc1O,10.5,0.33
OC(=O)c1ccc(O)cc1,10.5,0.08
OC(=O)c1ccccc1[N+]([O-])=O,10.5,-0.44
OC(=O)c1ccc(cc1)[N+]([O-])=O,10.5,0.28
OC(=O)c1ccccc1C(O)=O,10.5,0.28
OC(=O)c1ccc(cc1)C(O)=O,10.5,0.27
OC(=O)CCc1ccccn1,10.5,-0.01
OC(=O)CCc1ccncc1,10.5,0
OC(=O)c1ccccc1,10.5,0.54
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.99
Oc1cccc(c1)C(F)(F)F,10.5,0.48
OC(=O)c1ccccc1O,10.5,0.84
C/C=C/C=C/C(O)=O,10.5,0.37
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,0.96
OC(=O)c1cc(I)cc(I)c1O,10.5,1.09
Oc1ccc(cc1)c2ccccc2,10.5,0.63
OC(=O)c1ccc(O)cc1,10.5,0.56
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,0.9
O[S](=O)(=O)c1cccc2ccccc12,10.5,0.98
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,1.41
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,0.95
Oc1cccc(c1)[N+]([O-])=O,10.5,0.92
O=C1NC(=O)c2ccccc12,10.5,0.43
Nc1ccc(cc1)C(O)=O,10.5,0.5
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,0.81
OC(=O)c1ccccc1,10.5,0.68
Oc1ccc(cc1)[N+]([O-])=O,10.5,1.08
Oc1cccc(c1)C(F)(F)F,10.5,1.61
OC(=O)c1ccccc1O,10.5,0.99
C/C=C/C=C/C(O)=O,10.5,0.43
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,1.06
OC(=O)c1cc(I)cc(I)c1O,10.5,1.36
Oc1ccc(cc1)c2ccccc2,10.5,0.75
OC(=O)c1ccc(O)cc1,10.5,0.68
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.16
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.15
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,1.75
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.23
Oc1cccc(c1)[N+]([O-])=O,10.5,0.98
O=C1NC(=O)c2ccccc12,10.5,0.5
Nc1ccc(cc1)C(O)=O,10.5,0.64
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,1.24
OC(=O)c1ccccc1,10.5,0.77
Oc1ccc(cc1)[N+]([O-])=O,10.5,1.35
Oc1cccc(c1)C(F)(F)F,10.5,1.87
OC(=O)c1ccccc1O,10.5,1.15
C/C=C/C=C/C(O)=O,10.5,0.43
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,1.24
OC(=O)c1cc(I)cc(I)c1O,10.5,1.58
Oc1ccc(cc1)c2ccccc2,10.5,0.82
OC(=O)c1ccc(O)cc1,10.5,0.75
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.38
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.24
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,1.97
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.43
Oc1cccc(c1)[N+]([O-])=O,10.5,1.12
O=C1NC(=O)c2ccccc12,10.5,0.41
Nc1ccc(cc1)C(O)=O,10.5,0.59
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,1.59
OC(=O)c1ccccc1,10.5,0.72
Oc1ccc(cc1)[N+]([O-])=O,10.5,1.47
Oc1cccc(c1)C(F)(F)F,10.5,2.07
OC(=O)c1ccccc1O,10.5,1.25
C/C=C/C=C/C(O)=O,10.5,0.53
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,1.31
OC(=O)c1cc(I)cc(I)c1O,10.5,1.82
Oc1ccc(cc1)c2ccccc2,10.5,0.83
OC(=O)c1ccc(O)cc1,10.5,0.74
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.56
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.31
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.14
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.63
Oc1cccc(c1)[N+]([O-])=O,10.5,1.33
O=C1NC(=O)c2ccccc12,10.5,0.28
Nc1ccc(cc1)C(O)=O,10.5,0.57
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,1.8
OC(=O)c1ccccc1,10.5,0.75
Oc1ccc(cc1)[N+]([O-])=O,10.5,1.67
Oc1cccc(c1)C(F)(F)F,10.5,2.28
OC(=O)c1ccccc1O,10.5,1.3
C/C=C/C=C/C(O)=O,10.5,0.59
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,1.33
OC(=O)c1cc(I)cc(I)c1O,10.5,2.03
Oc1ccc(cc1)c2ccccc2,10.5,0.98
OC(=O)c1ccc(O)cc1,10.5,0.77
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.73
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.37
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.35
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.84
Oc1cccc(c1)[N+]([O-])=O,10.5,1.53
O=C1NC(=O)c2ccccc12,10.5,0.37
Nc1ccc(cc1)C(O)=O,10.5,0.59
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,1.93
OC(=O)c1ccccc1,10.5,1.03
Oc1ccc(cc1)[N+]([O-])=O,10.5,1.95
Oc1cccc(c1)C(F)(F)F,10.5,2.82
OC(=O)c1ccccc1O,10.5,1.67
C/C=C/C=C/C(O)=O,10.5,0.79
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,1.78
OC(=O)c1cc(I)cc(I)c1O,10.5,2.03
Oc1ccc(cc1)c2ccccc2,10.5,1.28
OC(=O)c1ccc(O)cc1,10.5,0.93
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.96
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.64
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.75
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,2.32
Oc1cccc(c1)[N+]([O-])=O,10.5,1.88
O=C1NC(=O)c2ccccc12,10.5,0.28
Nc1ccc(cc1)C(O)=O,10.5,0.68
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.16
OC(=O)c1ccccc1,10.5,0.6
Oc1ccc(cc1)[N+]([O-])=O,10.5,1.36
Oc1cccc(c1)C(F)(F)F,10.5,1.27
OC(=O)c1ccccc1O,10.5,1.26
C/C=C/C=C/C(O)=O,10.5,-0.34
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,1.13
OC(=O)c1cc(I)cc(I)c1O,10.5,0.92
Oc1ccc(cc1)c2ccccc2,10.5,0.19
OC(=O)c1ccc(O)cc1,10.5,-0.2
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.37
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.31
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,1.46
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.03
Oc1cccc(c1)[N+]([O-])=O,10.5,0.38
O=C1NC(=O)c2ccccc12,10.5,-0.06
Nc1ccc(cc1)C(O)=O,10.5,-0.51
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,1.03
OC(=O)c1ccccc1,10.5,0.17
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.93
Oc1cccc(c1)C(F)(F)F,10.5,2.27
OC(=O)c1ccccc1O,10.5,0.63
C/C=C/C=C/C(O)=O,10.5,-0.19
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,0.85
OC(=O)c1cc(I)cc(I)c1O,10.5,1.82
Oc1ccc(cc1)c2ccccc2,10.5,0.15
OC(=O)c1ccc(O)cc1,10.5,0.13
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.29
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.41
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,1.99
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.11
Oc1cccc(c1)[N+]([O-])=O,10.5,0.7
O=C1NC(=O)c2ccccc12,10.5,-0.43
Nc1ccc(cc1)C(O)=O,10.5,-0.22
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,1.98
OC(=O)c1ccccc1,10.5,0.02
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.77
Oc1cccc(c1)C(F)(F)F,10.5,2.39
OC(=O)c1ccccc1O,10.5,0.63
C/C=C/C=C/C(O)=O,10.5,-0.16
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,0.83
OC(=O)c1cc(I)cc(I)c1O,10.5,1.78
Oc1ccc(cc1)c2ccccc2,10.5,0.15
OC(=O)c1ccc(O)cc1,10.5,0.19
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.49
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.4
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,1.98
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.07
Oc1cccc(c1)[N+]([O-])=O,10.5,0.72
O=C1NC(=O)c2ccccc12,10.5,-0.43
Nc1ccc(cc1)C(O)=O,10.5,-0.24
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.06
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.86
Oc1cccc(c1)C(F)(F)F,10.5,2.54
OC(=O)c1ccccc1O,10.5,0.48
C/C=C/C=C/C(O)=O,10.5,-0.42
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,0.81
OC(=O)c1cc(I)cc(I)c1O,10.5,1.92
Oc1ccc(cc1)c2ccccc2,10.5,0.1
OC(=O)c1ccc(O)cc1,10.5,-0.06
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.44
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.5
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.02
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.09
Oc1cccc(c1)[N+]([O-])=O,10.5,0.69
O=C1NC(=O)c2ccccc12,10.5,-0.54
Nc1ccc(cc1)C(O)=O,10.5,-0.35
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.15
OC(=O)c1ccccc1,10.5,0
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.88
Oc1cccc(c1)C(F)(F)F,10.5,2.71
OC(=O)c1ccccc1O,10.5,0.65
C/C=C/C=C/C(O)=O,10.5,-0.46
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,0.8
OC(=O)c1cc(I)cc(I)c1O,10.5,2.14
Oc1ccc(cc1)c2ccccc2,10.5,0.08
OC(=O)c1ccc(O)cc1,10.5,0.03
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.64
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.68
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.07
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.27
Oc1cccc(c1)[N+]([O-])=O,10.5,0.72
O=C1NC(=O)c2ccccc12,10.5,-0.51
Nc1ccc(cc1)C(O)=O,10.5,-0.36
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.27
OC(=O)c1ccccc1,10.5,-2.13
Oc1ccc(cc1)[N+]([O-])=O,10.5,0.75
Oc1cccc(c1)C(F)(F)F,10.5,2.62
OC(=O)c1ccccc1O,10.5,0.76
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,10.5,-0.14
OC(=O)c1cc(I)cc(I)c1O,10.5,2.2
Oc1ccc(cc1)c2ccccc2,10.5,-2.39
OC(=O)c1ccc(O)cc1,10.5,-1.65
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,10.5,1.61
O[S](=O)(=O)c1cccc2ccccc12,10.5,1.51
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,10.5,2.49
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,10.5,1.41
Oc1cccc(c1)[N+]([O-])=O,10.5,0.6
O=C1NC(=O)c2ccccc12,10.5,-3
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,10.5,2.17
OC(=O)c1ccccc1,7,-0.29
Oc1ccc(cc1)[N+]([O-])=O,7,1.02
Oc1cccc(c1)C(F)(F)F,7,2.13
OC(=O)c1ccccc1O,7,0.68
C/C=C/C=C/C(O)=O,7,-0.37
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.9
OC(=O)c1cc(I)cc(I)c1O,7,1.62
Oc1ccc(cc1)c2ccccc2,7,0.33
OC(=O)c1ccc(O)cc1,7,-0.1
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.07
O[S](=O)(=O)c1cccc2ccccc12,7,0.77
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.14
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.05
Oc1cccc(c1)[N+]([O-])=O,7,0.85
O=C1NC(=O)c2ccccc12,7,-1.21
Nc1ccc(cc1)C(O)=O,7,-0.56
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.78
OC(=O)c1ccccc1,7,0.42
Oc1ccc(cc1)[N+]([O-])=O,7,1.36
Oc1cccc(c1)C(F)(F)F,7,2.48
OC(=O)c1ccccc1O,7,1.03
C/C=C/C=C/C(O)=O,7,0.09
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.15
OC(=O)c1cc(I)cc(I)c1O,7,2.03
Oc1ccc(cc1)c2ccccc2,7,0.27
OC(=O)c1ccc(O)cc1,7,0.27
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.48
O[S](=O)(=O)c1cccc2ccccc12,7,1.2
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.53
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.5
Oc1cccc(c1)[N+]([O-])=O,7,1.26
O=C1NC(=O)c2ccccc12,7,-0.72
Nc1ccc(cc1)C(O)=O,7,-0.08
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.91
OC(=O)c1ccccc1,7,0.1
Oc1ccc(cc1)[N+]([O-])=O,7,1.16
Oc1cccc(c1)C(F)(F)F,7,2.37
OC(=O)c1ccccc1O,7,0.84
C/C=C/C=C/C(O)=O,7,-0.27
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.95
OC(=O)c1cc(I)cc(I)c1O,7,1.84
Oc1ccc(cc1)c2ccccc2,7,-0.16
OC(=O)c1ccc(O)cc1,7,0.06
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.23
O[S](=O)(=O)c1cccc2ccccc12,7,0.98
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.15
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.17
Oc1cccc(c1)[N+]([O-])=O,7,0.92
O=C1NC(=O)c2ccccc12,7,-0.99
Nc1ccc(cc1)C(O)=O,7,-0.36
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.73
OC(=O)c1ccccc1,7,0.45
Oc1ccc(cc1)[N+]([O-])=O,7,1.46
Oc1cccc(c1)C(F)(F)F,7,2.76
OC(=O)c1ccccc1O,7,1.16
C/C=C/C=C/C(O)=O,7,0.11
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.29
OC(=O)c1cc(I)cc(I)c1O,7,2.3
Oc1ccc(cc1)c2ccccc2,7,0.09
OC(=O)c1ccc(O)cc1,7,0.48
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.58
O[S](=O)(=O)c1cccc2ccccc12,7,1.54
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.5
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.63
Oc1cccc(c1)[N+]([O-])=O,7,1.26
O=C1NC(=O)c2ccccc12,7,-0.8
Nc1ccc(cc1)C(O)=O,7,0.03
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,2.15
OC(=O)c1ccccc1,7,0.64
Oc1ccc(cc1)[N+]([O-])=O,7,1.45
Oc1cccc(c1)C(F)(F)F,7,2.82
OC(=O)c1ccccc1O,7,1.27
C/C=C/C=C/C(O)=O,7,0.02
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,1.22
OC(=O)c1cc(I)cc(I)c1O,7,2.42
Oc1ccc(cc1)c2ccccc2,7,-0.01
OC(=O)c1ccc(O)cc1,7,0.54
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.6
O[S](=O)(=O)c1cccc2ccccc12,7,1.7
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.6
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.56
Oc1cccc(c1)[N+]([O-])=O,7,1.17
O=C1NC(=O)c2ccccc12,7,-0.98
Nc1ccc(cc1)C(O)=O,7,0.05
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,2.18
OC(=O)c1ccccc1,7,-3.4
Oc1ccc(cc1)[N+]([O-])=O,7,0.34
Oc1cccc(c1)C(F)(F)F,7,2.6
OC(=O)c1ccccc1O,7,0.13
C/C=C/C=C/C(O)=O,7,-3.02
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.08
OC(=O)c1cc(I)cc(I)c1O,7,1.9
Oc1ccc(cc1)c2ccccc2,7,-2.56
OC(=O)c1ccc(O)cc1,7,-1.7
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.98
O[S](=O)(=O)c1cccc2ccccc12,7,1.14
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.78
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.17
Oc1cccc(c1)[N+]([O-])=O,7,-0.39
O=C1NC(=O)c2ccccc12,7,-2.69
Nc1ccc(cc1)C(O)=O,7,-2.31
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,2.18
OC(=O)c1ccccc1,7,-0.29
Oc1ccc(cc1)[N+]([O-])=O,7,0.29
Oc1cccc(c1)C(F)(F)F,7,0.62
OC(=O)c1ccccc1O,7,0.24
C/C=C/C=C/C(O)=O,7,-0.67
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.33
OC(=O)c1cc(I)cc(I)c1O,7,0.65
Oc1ccc(cc1)c2ccccc2,7,-0.85
OC(=O)c1ccc(O)cc1,7,-0.28
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.53
O[S](=O)(=O)c1cccc2ccccc12,7,0.51
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.32
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,0.66
Oc1cccc(c1)[N+]([O-])=O,7,0.25
O=C1NC(=O)c2ccccc12,7,-1.23
Nc1ccc(cc1)C(O)=O,7,-0.71
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,0.93
OC(=O)c1ccccc1,7,-0.03
Oc1ccc(cc1)[N+]([O-])=O,7,0.27
Oc1cccc(c1)C(F)(F)F,7,1.51
OC(=O)c1ccccc1O,7,0.43
C/C=C/C=C/C(O)=O,7,-0.39
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.73
OC(=O)c1cc(I)cc(I)c1O,7,1.1
Oc1ccc(cc1)c2ccccc2,7,-0.34
OC(=O)c1ccc(O)cc1,7,-0.06
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.88
O[S](=O)(=O)c1cccc2ccccc12,7,0.92
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.64
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,0.89
Oc1cccc(c1)[N+]([O-])=O,7,0.62
O=C1NC(=O)c2ccccc12,7,-1.19
Nc1ccc(cc1)C(O)=O,7,-0.39
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.25
OC(=O)c1ccccc1,7,0.22
Oc1ccc(cc1)[N+]([O-])=O,7,0.72
Oc1cccc(c1)C(F)(F)F,7,1.74
OC(=O)c1ccccc1O,7,0.7
C/C=C/C=C/C(O)=O,7,-0.25
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.93
OC(=O)c1cc(I)cc(I)c1O,7,1.31
Oc1ccc(cc1)c2ccccc2,7,-0.14
OC(=O)c1ccc(O)cc1,7,0.18
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,0.96
O[S](=O)(=O)c1cccc2ccccc12,7,1.05
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.83
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.17
Oc1cccc(c1)[N+]([O-])=O,7,0.75
O=C1NC(=O)c2ccccc12,7,-1
Nc1ccc(cc1)C(O)=O,7,-0.18
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.41
OC(=O)c1ccccc1,7,0.24
Oc1ccc(cc1)[N+]([O-])=O,7,0.84
Oc1cccc(c1)C(F)(F)F,7,1.9
OC(=O)c1ccccc1O,7,0.81
C/C=C/C=C/C(O)=O,7,-0.14
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.87
OC(=O)c1cc(I)cc(I)c1O,7,1.35
Oc1ccc(cc1)c2ccccc2,7,-0.1
OC(=O)c1ccc(O)cc1,7,0.12
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.12
O[S](=O)(=O)c1cccc2ccccc12,7,1.11
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,1.94
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.2
Oc1cccc(c1)[N+]([O-])=O,7,0.84
O=C1NC(=O)c2ccccc12,7,-0.87
Nc1ccc(cc1)C(O)=O,7,-0.18
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.49
OC(=O)c1ccccc1,7,0.33
Oc1ccc(cc1)[N+]([O-])=O,7,1.15
Oc1cccc(c1)C(F)(F)F,7,2.15
OC(=O)c1ccccc1O,7,1
C/C=C/C=C/C(O)=O,7,-0.23
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7,0.93
OC(=O)c1cc(I)cc(I)c1O,7,1.65
Oc1ccc(cc1)c2ccccc2,7,-0.12
OC(=O)c1ccc(O)cc1,7,0.39
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7,1.24
O[S](=O)(=O)c1cccc2ccccc12,7,1.29
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7,2.14
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7,1.49
Oc1cccc(c1)[N+]([O-])=O,7,1.09
O=C1NC(=O)c2ccccc12,7,-0.65
Nc1ccc(cc1)C(O)=O,7,-0.26
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7,1.9
OC(=O)c1ccccc1,7,0.42
Oc1ccc(cc1)[N+]([O-])=O,7,1.5
Oc1cccc(c1)C(F)(F)F,7,2.69
OC(=O)c1ccccc1O,7,1.36
C/C=C/C=C/C(O)=O,7,-0.42
