SMILES,pH_aq,logIE
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,5,2.53
Oc1ccc(cc1)c2ccccc2,5,0.57
Oc1ccccc1c2ccccc2,5,0.05
OC(=O)c1cccc(Cl)c1,5,0.36
Nc1ccc(cc1)C(O)=O,5,-1.26
OC(=O)c1ccc(O)cc1,5,0.02
Nc1cccc(c1)C(O)=O,5,-0.86
OC(=O)c1c(F)c(F)c(F)c(F)c1F,5,0.9
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.56
CN(C)c1cccc(c1)C(O)=O,5,0.17
CC(C)c1ccc(cc1)C(O)=O,5,-0.53
CC(C)(C)c1ccccc1O,5,-1.05
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,5,0.94
Oc1cccc(Cl)c1,5,-0.03
CC(C)c1ccccc1O,5,-1.38
Oc1cccc(Br)c1,5,0.29
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,5,1.04
Oc1ccccc1[N+]([O-])=O,5,-1.06
Oc1cccc(c1)[N+]([O-])=O,5,1.21
Oc1ccc(cc1)[N+]([O-])=O,5,1.31
Oc1c(F)c(F)cc(F)c1F,5,0.04
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,5,1.7
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,5,1.88
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,5,1.33
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,5,1.35
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,5,1.66
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,5,0.93
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5,1.81
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,5,3.79
OC(=O)c1ccccc1O,5,0.33
Oc1ccccc1C#N,5,0.58
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,5,1.38
OC(=O)c1cc(I)cc(I)c1O,5,2.04
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,5,1.6
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,5,1.76
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,-0.24
Oc1ccc(Cl)cc1,5,-0.14
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,5,3.34
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,5,1.01
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.1
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,5,0.79
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,5,1.06
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,5,0.8
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,5,1.98
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,5,0.33
CCCCCCCCCCCCCC(O)=O,5,0.83
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,5,1.96
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,5,1.73
C/C=C/C=C/C(O)=O,5,-2.07
O=C1NC(=O)c2ccccc12,5,-1.85
ON1C(=O)c2ccccc2C1=O,5,-1.13
OC(=O)c1ccccc1,5,-0.25
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,5,1.13
OC(=O)c1cccc(c1)C(F)(F)F,5,1.15
Oc1c(F)c(F)c(F)c(F)c1F,5,1.24
CC(C)(C)c1ccc(cc1)C(O)=O,5,1.02
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,5,2.66
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,5,2.94
Oc1ccc(cc1)c2ccccc2,5,0.85
Oc1ccccc1c2ccccc2,5,0.55
OC(=O)c1cccc(Cl)c1,5,0.38
Nc1ccc(cc1)C(O)=O,5,-0.61
OC(=O)c1ccc(O)cc1,5,-0.06
Nc1cccc(c1)C(O)=O,5,-0.37
OC(=O)c1c(F)c(F)c(F)c(F)c1F,5,0.82
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.38
CN(C)c1cccc(c1)C(O)=O,5,0.52
CC(C)c1ccc(cc1)C(O)=O,5,0.13
CC(C)(C)c1ccccc1O,5,0.32
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,5,0.79
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,5,1.21
Oc1cccc(Cl)c1,5,0.44
CC(C)c1ccccc1O,5,-0.19
Oc1cccc(Br)c1,5,0.81
Oc1ccccc1Br,5,-0.91
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,5,0.8
Oc1ccccc1[N+]([O-])=O,5,-0.92
Oc1cccc(c1)[N+]([O-])=O,5,0.87
Oc1ccc(cc1)[N+]([O-])=O,5,0.83
Oc1c(F)c(F)cc(F)c1F,5,0.5
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,5,1.89
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,5,1.82
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,5,1.46
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,5,1.48
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,5,1.87
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,5,1.03
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5,1.84
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5,2.17
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,5,3.79
OC(=O)c1ccccc1O,5,0.24
Oc1ccccc1C#N,5,0.38
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,5,1.42
OC(=O)c1cc(I)cc(I)c1O,5,2.22
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,5,1.29
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,5,1.58
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,0.33
Oc1ccc(Cl)cc1,5,0.29
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,5,3.3
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,5,1.82
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.24
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,5,1.07
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,5,1.61
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,5,1.05
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,5,2.59
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,5,0.68
CCCCCCCCCCCCCC(O)=O,5,1.2
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,5,2.3
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,5,2.41
C/C=C/C=C/C(O)=O,5,-0.56
O=C1NC(=O)c2ccccc12,5,-0.59
ON1C(=O)c2ccccc2C1=O,5,0.27
NCCCC(O)=O,5,-1.6
NCCC(O)=O,5,-2.04
OC(=O)c1ccccc1,5,-0.1
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,5,1.2
OC(=O)c1cccc(c1)C(F)(F)F,5,1.26
Oc1c(F)c(F)c(F)c(F)c1F,5,1.32
CC(C)(C)c1ccc(cc1)C(O)=O,5,1.03
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,5,2.8
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,5,3.06
Oc1ccc(cc1)c2ccccc2,5,0.68
Oc1ccccc1c2ccccc2,5,0.39
OC(=O)c1cccc(Cl)c1,5,0.55
Nc1ccc(cc1)C(O)=O,5,-0.66
OC(=O)c1ccc(O)cc1,5,0.13
Nc1cccc(c1)C(O)=O,5,-0.3
OC(=O)c1c(F)c(F)c(F)c(F)c1F,5,1.14
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.66
CN(C)c1cccc(c1)C(O)=O,5,0.45
CC(C)c1ccc(cc1)C(O)=O,5,-0.01
CC(C)(C)c1ccccc1O,5,0.31
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,5,0.44
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,5,1.6
Oc1cccc(Cl)c1,5,0.74
CC(C)c1ccccc1O,5,-0.14
Oc1cccc(Br)c1,5,0.96
Oc1ccccc1Br,5,-0.64
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,5,1.44
Oc1ccccc1[N+]([O-])=O,5,-0.52
Oc1cccc(c1)[N+]([O-])=O,5,1.51
Oc1ccc(cc1)[N+]([O-])=O,5,1.63
Oc1c(F)c(F)cc(F)c1F,5,0.92
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,5,2.14
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,5,2.06
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,5,1.62
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,5,1.73
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,5,1.96
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,5,1.28
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5,1.17
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5,2.33
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,5,4.02
OC(=O)c1ccccc1O,5,0.63
Oc1ccccc1C#N,5,0.86
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,5,1.82
OC(=O)c1cc(I)cc(I)c1O,5,2.38
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,5,1.7
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,5,2.04
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,0.48
Oc1ccc(Cl)cc1,5,0.59
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,5,3.61
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,5,1.54
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.81
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,5,1.29
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,5,1.92
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,5,1.46
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,5,2.82
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,5,0.81
CCCCCCCCCCCCCC(O)=O,5,1.44
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,5,2.53
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,5,2.63
C/C=C/C=C/C(O)=O,5,-0.51
O=C1NC(=O)c2ccccc12,5,-0.54
ON1C(=O)c2ccccc2C1=O,5,0.35
OC(=O)c1ccccc1,5,0.1
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,5,1.2
OC(=O)c1cccc(c1)C(F)(F)F,5,1.31
Oc1c(F)c(F)c(F)c(F)c1F,5,1.25
CC(C)(C)c1ccc(cc1)C(O)=O,5,1.32
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,5,2.7
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,5,2.84
Oc1ccc(cc1)c2ccccc2,5,0.85
Oc1ccccc1c2ccccc2,5,0.49
OC(=O)c1cccc(Cl)c1,5,0.76
Nc1ccc(cc1)C(O)=O,5,-0.3
OC(=O)c1ccc(O)cc1,5,0.21
Nc1cccc(c1)C(O)=O,5,-0.05
OC(=O)c1c(F)c(F)c(F)c(F)c1F,5,1.26
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.45
CN(C)c1cccc(c1)C(O)=O,5,0.82
CC(C)c1ccc(cc1)C(O)=O,5,0.43
CC(C)(C)c1ccccc1O,5,0.35
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,5,1
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,5,1.44
Oc1cccc(Cl)c1,5,0.66
CC(C)c1ccccc1O,5,-0.05
Oc1cccc(Br)c1,5,0.99
Oc1ccccc1Br,5,-0.53
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,5,1.37
Oc1ccccc1[N+]([O-])=O,5,-0.82
Oc1cccc(c1)[N+]([O-])=O,5,1.2
Oc1ccc(cc1)[N+]([O-])=O,5,1.22
Oc1c(F)c(F)cc(F)c1F,5,1
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,5,2.43
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,5,2.46
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,5,2.12
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,5,1.96
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,5,2.4
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,5,1.35
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5,1.88
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5,2.53
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,5,4.11
OC(=O)c1ccccc1O,5,0.69
Oc1ccccc1C#N,5,0.92
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,5,1.76
OC(=O)c1cc(I)cc(I)c1O,5,2.42
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,5,1.68
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,5,1.83
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,0.43
Oc1ccc(Cl)cc1,5,0.67
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,5,4.03
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,5,2.11
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,5,1.88
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,5,1.63
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,5,2.16
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,5,1.57
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,5,3
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,5,0.81
CCCCCCCCCCCCCC(O)=O,5,1.83
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,5,2.65
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,5,2.75
C/C=C/C=C/C(O)=O,5,-0.15
O=C1NC(=O)c2ccccc12,5,-0.11
ON1C(=O)c2ccccc2C1=O,5,0.57
OC(=O)c1ccccc1,7.8,-0.14
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,7.8,1.16
OC(=O)c1cccc(c1)C(F)(F)F,7.8,1.61
Oc1c(F)c(F)c(F)c(F)c1F,7.8,1.35
CC(C)(C)c1ccc(cc1)C(O)=O,7.8,0.9
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,7.8,2.6
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,7.8,2.8
Oc1ccc(cc1)c2ccccc2,7.8,0.91
Oc1ccccc1c2ccccc2,7.8,0.47
OC(=O)c1cccc(Cl)c1,7.8,0.42
Nc1ccc(cc1)C(O)=O,7.8,-0.55
OC(=O)c1ccc(O)cc1,7.8,-0.15
Nc1cccc(c1)C(O)=O,7.8,-0.33
OC(=O)c1c(F)c(F)c(F)c(F)c1F,7.8,1.1
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7.8,1.44
CN(C)c1cccc(c1)C(O)=O,7.8,0.43
CC(C)c1ccc(cc1)C(O)=O,7.8,-0.15
CC(C)(C)c1ccccc1O,7.8,0.23
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,7.8,0.32
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,7.8,1.38
Oc1cccc(Cl)c1,7.8,0.56
CC(C)c1ccccc1O,7.8,-0.21
Oc1cccc(Br)c1,7.8,0.76
Oc1ccccc1Br,7.8,-0.66
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,7.8,1.19
Oc1ccccc1[N+]([O-])=O,7.8,-0.56
Oc1cccc(c1)[N+]([O-])=O,7.8,1.26
Oc1ccc(cc1)[N+]([O-])=O,7.8,1.22
Oc1c(F)c(F)cc(F)c1F,7.8,0.94
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,7.8,1.96
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,7.8,1.99
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,7.8,1.53
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,7.8,1.59
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,7.8,1.88
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,7.8,1.07
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,7.8,2.18
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,7.8,3.83
OC(=O)c1ccccc1O,7.8,0.51
Oc1ccccc1C#N,7.8,0.8
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,7.8,1.75
OC(=O)c1cc(I)cc(I)c1O,7.8,2.14
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,7.8,2.04
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,7.8,1.77
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7.8,0.23
Oc1ccc(Cl)cc1,7.8,0.65
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,7.8,3.47
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,7.8,1.32
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,7.8,1.53
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,7.8,1.36
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,7.8,1.92
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,7.8,1.42
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,7.8,2.59
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,7.8,0.75
CCCCCCCCCCCCCC(O)=O,7.8,1.62
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,7.8,2.23
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,7.8,2.39
C/C=C/C=C/C(O)=O,7.8,-0.61
O=C1NC(=O)c2ccccc12,7.8,-0.55
ON1C(=O)c2ccccc2C1=O,7.8,0.29
OC(=O)c1ccccc1,3.45,-0.81
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,3.45,0.63
OC(=O)c1cccc(c1)C(F)(F)F,3.45,0.62
Oc1c(F)c(F)c(F)c(F)c1F,3.45,0.49
CC(C)(C)c1ccc(cc1)C(O)=O,3.45,-0.32
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,3.45,2.26
Oc1c(c(c(c(c1C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,3.45,2.66
Oc1ccc(cc1)c2ccccc2,3.45,-0.78
Oc1ccccc1c2ccccc2,3.45,-1.27
OC(=O)c1cccc(Cl)c1,3.45,-0.12
Nc1ccc(cc1)C(O)=O,3.45,-1.67
OC(=O)c1ccc(O)cc1,3.45,-0.6
Nc1cccc(c1)C(O)=O,3.45,-1.43
OC(=O)c1c(F)c(F)c(F)c(F)c1F,3.45,0.79
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,3.45,1.36
CN(C)c1cccc(c1)C(O)=O,3.45,-0.57
CC(C)c1ccc(cc1)C(O)=O,3.45,-0.44
CC(C)(C)c1ccccc1O,3.45,-2.75
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,3.45,-1.24
Oc1cc(ccc1[N+]([O-])=O)[N+]([O-])=O,3.45,0.79
Oc1cccc(Cl)c1,3.45,-0.9
Oc1cccc(Br)c1,3.45,-0.45
Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,3.45,0.85
Oc1ccccc1[N+]([O-])=O,3.45,-2.38
Oc1cccc(c1)[N+]([O-])=O,3.45,0.75
Oc1ccc(cc1)[N+]([O-])=O,3.45,0.98
OC(C1=CC=CC(S(=O)(C(F)(C(F)(C(F)(F)F)F)F)=O)=C1)=O,3.45,1.35
OC(C1=CC=CC(S(=O)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)=O)=C1)=O,3.45,1.34
OC(C1=CC=CC(SC(F)(C(F)(C(F)(F)F)F)F)=C1)=O,3.45,0.95
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,3.45,0.84
FC(F)(F)C(c1cccc(c1)C(=O)O)(C(F)(F)F)C(F)(F)F,3.45,1.29
OC(C1=CC=CC(SC(F)(F)F)=C1)=O,3.45,0.42
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.45,1.68
O=S(C1=C(O)C(S(=O)(OCC(F)(F)F)=O)=CC(S(=O)(OCC(F)(F)F)=O)=C1)(OCC(F)(F)F)=O,3.45,3.52
OC(=O)c1ccccc1O,3.45,0.01
Oc1ccccc1C#N,3.45,0.13
Oc1ccccc1N=Nc2cc(ccc2O)c3ccccc3,3.45,1.08
OC(=O)c1cc(I)cc(I)c1O,3.45,1.68
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,3.45,1.43
OC(=O)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,3.45,1.59
OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,3.45,-0.36
Oc1ccc(Cl)cc1,3.45,-0.89
O=S(C1=C(O)C(S(=O)(OCC(F)(C(F)F)F)=O)=CC(S(=O)(OCC(F)(C(F)F)F)=O)=C1)(OCC(F)(C(F)F)F)=O,3.45,3.2
FC1=C(O)C(F)=C(F)C2=C(F)C(F)=C(F)C(F)=C21,3.45,0.89
O[S](=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,3.45,1.32
O=S(C1=CC=CC2=CC=CC=C21)(O)=O,3.45,0.73
O[S](=O)(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1,3.45,1.16
N[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,3.45,0.79
O=S(O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,3.45,2.46
OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,3.45,0.35
CCCCCCCCCCCCCC(O)=O,3.45,-0.06
FC1=C(S(NS(C2=C(F)C(F)=C(F)C(F)=C2F)(=O)=O)(=O)=O)C(F)=C(F)C(F)=C1F,3.45,2.1
O=S(NS(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)(C2=CC=C(C)C=C2)=O,3.45,2.02
C/C=C/C=C/C(O)=O,3.45,-3.08
O=C1NC(=O)c2ccccc12,3.45,-2.39
ON1C(=O)c2ccccc2C1=O,3.45,-1.24
OC(=O)CCc1ccccn1,10.5,-0.07
OC(=O)c1ccccc1[N+]([O-])=O,10.5,-0.58
OC(=O)c1ccccc1C(O)=O,10.5,0.32
OC(=O)c1ccccc1O,10.5,0.36
Nc1ccccc1C(O)=O,10.5,0.01
Nc1ccc(O)cc1,10.5,-1.47
OC(=O)CCc1ccncc1,10.5,-0.08
Nc1ccccc1O,10.5,-0.62
OC(=O)c1ccc(cc1)C(O)=O,10.5,0.11
OC(=O)c1ccc(O)cc1,10.5,0.02
Nc1ccc(cc1)C(O)=O,10.5,-0.2
Oc1ccccc1C#N,10.5,0.28
OC(=O)c1ccccc1,10.5,0
N[C@@H](CC(N)=O)C(O)=O,10.5,-0.49
O=C(O)C[C@H](N)C(=O)O,10.5,-0.49
N[C@@H](CCC(N)=O)C(O)=O,10.5,-0.58
N[C@@H](CCC(O)=O)C(O)=O,10.5,-0.31
N[C@@H](Cc1c[nH]cn1)C(O)=O,10.5,-0.69
CC[C@H](C)[C@H](N)C(O)=O,10.5,-0.09
CC(C)C[C@H](N)C(O)=O,10.5,-0.12
